experimentName,articleId,topology,meanDualGap,meanAgreement,meanDiscreteMI,meanContinuousMI
T2d_He_echo_chamber_mix_01,climate_consensus,echo_chamber,1.125,0.7638,4,2.875
T2d_He_echo_chamber_mix_01,polar_bears,echo_chamber,,,,
T2d_He_echo_chamber_mix_02,scopex_2017,echo_chamber,0.5536,0.6649,0.6429,0.0893
T2d_He_echo_chamber_mix_02,chemtrails_gates_2018_2021,echo_chamber,0.8597,0.9683,1.6723,0.8126
T2d_He_echo_chamber_mix_02,sai_geoengineering,echo_chamber,,,,
T2d_He_echo_chamber_mix_02,paris_agreement,echo_chamber,0.4679,1,0.4862,0.0367
T2d_He_echo_chamber_mix_02,climate_consensus,echo_chamber,1.1364,0.9031,1.4545,0.3182
T2d_He_echo_chamber_mix_02,polar_bears,echo_chamber,1.3333,,1.3333,0
T2d_He_echo_chamber_mix_03,scopex_2017,echo_chamber,2.227,0.47,3.8435,1.8774
T2d_He_echo_chamber_mix_03,chemtrails_gates_2018_2021,echo_chamber,0.9577,0.801,2.7885,1.9365
T2d_He_echo_chamber_mix_03,sai_geoengineering,echo_chamber,1.0735,1,1.0882,0.0441
T2d_He_echo_chamber_mix_03,paris_agreement,echo_chamber,1.8333,-0.7041,4.8889,3.2778
T2d_He_echo_chamber_mix_03,climate_consensus,echo_chamber,0.25,1,4.6667,4.4167
T2d_He_echo_chamber_mix_03,polar_bears,echo_chamber,0.3333,,0.3333,0
T2d_He_echo_chamber_mix_04,scopex_2017,echo_chamber,0,,0,0
T2d_He_echo_chamber_mix_04,chemtrails_gates_2018_2021,echo_chamber,0,,0,0
T2d_He_echo_chamber_mix_04,sai_geoengineering,echo_chamber,0.75,,0.75,0
T2d_He_echo_chamber_mix_04,paris_agreement,echo_chamber,0.9429,0.8062,1.2857,0.3429
T2d_He_echo_chamber_mix_04,climate_consensus,echo_chamber,0.0351,,0.2105,0.1754
T2d_He_echo_chamber_mix_04,polar_bears,echo_chamber,,,,
T2d_He_echo_chamber_mix_05,scopex_2017,echo_chamber,0,,0,0
T2d_He_echo_chamber_mix_05,chemtrails_gates_2018_2021,echo_chamber,0,,0,0
T2d_He_echo_chamber_mix_05,sai_geoengineering,echo_chamber,1.3333,,1.3333,0
T2d_He_echo_chamber_mix_05,paris_agreement,echo_chamber,1,,1,0
T2d_He_echo_chamber_mix_05,climate_consensus,echo_chamber,0,,0,0
T2d_He_echo_chamber_mix_05,polar_bears,echo_chamber,1.5,,1.5,0
T2d_He_hierarchical_mix_00,scopex_2017,hierarchical,1.75,0.4082,3.75,3.5
T2d_He_hierarchical_mix_00,chemtrails_gates_2018_2021,hierarchical,1,0.7152,4.5,3.5
T2d_He_hierarchical_mix_00,sai_geoengineering,hierarchical,1,,1,0
T2d_He_hierarchical_mix_00,paris_agreement,hierarchical,,,,
T2d_He_hierarchical_mix_00,climate_consensus,hierarchical,0,,5,5
T2d_He_hierarchical_mix_00,polar_bears,hierarchical,1.375,,1.375,0
T2d_He_hierarchical_mix_01,scopex_2017,hierarchical,,,,
T2d_He_hierarchical_mix_01,chemtrails_gates_2018_2021,hierarchical,0,,0,0
T2d_He_hierarchical_mix_01,sai_geoengineering,hierarchical,2,,2,0
T2d_He_hierarchical_mix_01,paris_agreement,hierarchical,2.3333,-0.0973,3.5,1.1667
T2d_He_hierarchical_mix_01,climate_consensus,hierarchical,0,,5,5
T2d_He_hierarchical_mix_01,polar_bears,hierarchical,1.25,,1.25,0
T2d_He_hierarchical_mix_02,scopex_2017,hierarchical,1.1731,0.6875,1.2692,0.0962
T2d_He_hierarchical_mix_02,chemtrails_gates_2018_2021,hierarchical,1.5,0.6124,2,0.5
T2d_He_hierarchical_mix_02,sai_geoengineering,hierarchical,1.0455,,1.0455,0
T2d_He_hierarchical_mix_02,paris_agreement,hierarchical,0.2857,,0.25,0.0357
T2d_He_hierarchical_mix_02,climate_consensus,hierarchical,,,,
T2d_He_hierarchical_mix_02,polar_bears,hierarchical,1.5,,1.5,0
T2d_He_hierarchical_mix_03,scopex_2017,hierarchical,0,,0,0
T2d_He_hierarchical_mix_03,chemtrails_gates_2018_2021,hierarchical,0.9375,0.9336,4.375,3.4375
T2d_He_hierarchical_mix_03,sai_geoengineering,hierarchical,1,,1,0
T2d_He_hierarchical_mix_03,paris_agreement,hierarchical,0.2857,-0.6667,4.4286,4.1429
T2d_He_hierarchical_mix_03,climate_consensus,hierarchical,0,,5,5
T2d_He_hierarchical_mix_03,polar_bears,hierarchical,0.75,,0.75,0
T2d_He_hierarchical_mix_04,scopex_2017,hierarchical,2,,3,5
T2d_He_hierarchical_mix_04,chemtrails_gates_2018_2021,hierarchical,0,,0,0
T2d_He_hierarchical_mix_04,sai_geoengineering,hierarchical,1.375,,1.375,0
T2d_He_hierarchical_mix_04,paris_agreement,hierarchical,2.3,-0.6124,4.8,2.9
T2d_He_hierarchical_mix_04,climate_consensus,hierarchical,,,,
T2d_He_hierarchical_mix_04,polar_bears,hierarchical,1.375,,1.375,0
T2d_He_hierarchical_mix_05,scopex_2017,hierarchical,2.325,-0.0187,3.375,1.3
T2d_He_hierarchical_mix_05,chemtrails_gates_2018_2021,hierarchical,0.875,0.9331,2.625,1.75
T2d_He_hierarchical_mix_05,sai_geoengineering,hierarchical,0.5714,,0.5714,0
T2d_He_hierarchical_mix_05,paris_agreement,hierarchical,2.0333,-0.1069,3,1.0333
T2d_He_hierarchical_mix_05,climate_consensus,hierarchical,0.5,0.7483,4.25,3.875
T2d_He_hierarchical_mix_05,polar_bears,hierarchical,0.25,,0.25,0
T2d_He_linear_chain_mix_00,scopex_2017,linear_chain,1.4167,0.1261,3.1667,1.9167
T2d_He_linear_chain_mix_00,chemtrails_gates_2018_2021,linear_chain,1.48,0.7888,4.4,2.92
T2d_He_linear_chain_mix_00,sai_geoengineering,linear_chain,0.625,1,0.75,0.25
T2d_He_linear_chain_mix_00,paris_agreement,linear_chain,,,,
T2d_He_linear_chain_mix_00,climate_consensus,linear_chain,1.25,,5,3.75
T2d_He_linear_chain_mix_00,polar_bears,linear_chain,1,,1,0
T2d_He_linear_chain_mix_01,scopex_2017,linear_chain,3.125,0.6124,4.375,1.75
T2d_He_linear_chain_mix_01,chemtrails_gates_2018_2021,linear_chain,1.0833,0.7216,2.6667,1.75
T2d_He_linear_chain_mix_01,sai_geoengineering,linear_chain,1,,1,0
T2d_He_linear_chain_mix_01,paris_agreement,linear_chain,1.9,0.193,2.625,1.4
T2d_He_linear_chain_mix_01,climate_consensus,linear_chain,1.3125,0.9444,3,1.6875
T2d_He_linear_chain_mix_01,polar_bears,linear_chain,2,0.4312,2.5,0.5
T2d_He_linear_chain_mix_02,scopex_2017,linear_chain,1.375,0.7093,2,0.625
T2d_He_linear_chain_mix_02,chemtrails_gates_2018_2021,linear_chain,1.1,0.9225,2,0.9
T2d_He_linear_chain_mix_02,sai_geoengineering,linear_chain,1.9375,0.4167,2.125,0.1875
T2d_He_linear_chain_mix_02,paris_agreement,linear_chain,0.5625,1,0.625,0.0625
T2d_He_linear_chain_mix_02,climate_consensus,linear_chain,1.125,,1.125,0
T2d_He_linear_chain_mix_02,polar_bears,linear_chain,1.6875,1,1.75,0.0625
T2d_He_linear_chain_mix_03,scopex_2017,linear_chain,1.125,0.9583,1.625,0.5
T2d_He_linear_chain_mix_03,chemtrails_gates_2018_2021,linear_chain,0.9375,0.9333,2,1.0625
T2d_He_linear_chain_mix_03,sai_geoengineering,linear_chain,,,,
T2d_He_linear_chain_mix_03,paris_agreement,linear_chain,0.5,0.6124,1.375,0.875
T2d_He_linear_chain_mix_03,climate_consensus,linear_chain,0.8125,0.4082,1.5,0.6875
T2d_He_linear_chain_mix_03,polar_bears,linear_chain,1.375,,1.375,0
T2d_He_linear_chain_mix_04,scopex_2017,linear_chain,,,,
T2d_He_linear_chain_mix_04,chemtrails_gates_2018_2021,linear_chain,0.9375,0.7619,2,1.4375
T2d_He_linear_chain_mix_04,sai_geoengineering,linear_chain,3.125,,3.125,0
T2d_He_linear_chain_mix_04,paris_agreement,linear_chain,1.2,0.7437,1.4,0.2
T2d_He_linear_chain_mix_04,climate_consensus,linear_chain,1.875,0.8601,3.375,1.5
T2d_He_linear_chain_mix_04,polar_bears,linear_chain,0.8125,1,0.875,0.0625
T2d_He_linear_chain_mix_05,scopex_2017,linear_chain,1.7857,0.5084,2.4286,0.6429
T2d_He_linear_chain_mix_05,chemtrails_gates_2018_2021,linear_chain,0.9375,0.6712,2.625,1.8125
T2d_He_linear_chain_mix_05,sai_geoengineering,linear_chain,1,,1,0
T2d_He_linear_chain_mix_05,paris_agreement,linear_chain,0.5625,1,1.125,0.5625
T2d_He_linear_chain_mix_05,climate_consensus,linear_chain,0.9286,0.6667,2,1.0714
T2d_He_linear_chain_mix_05,polar_bears,linear_chain,0.875,,0.875,0
T2d_He_polarized_mix_00,scopex_2017,polarized,1.458,0.3798,3.1849,1.8277
T2d_He_polarized_mix_00,chemtrails_gates_2018_2021,polarized,1.4755,0.8223,3.7925,2.4302
T2d_He_polarized_mix_00,sai_geoengineering,polarized,,,,
T2d_He_polarized_mix_00,paris_agreement,polarized,1.6119,0.2266,3.8136,2.3034
T2d_He_polarized_mix_00,climate_consensus,polarized,1.8125,0.7041,4.375,2.5625
T2d_He_polarized_mix_00,polar_bears,polarized,1.2857,,1.2857,0
T2d_He_polarized_mix_01,scopex_2017,polarized,1.913,0.2332,3.7217,2.0609
T2d_He_polarized_mix_01,chemtrails_gates_2018_2021,polarized,0.7432,0.8711,2.4595,1.7973
T2d_He_polarized_mix_01,sai_geoengineering,polarized,0.3333,,0.3333,0
T2d_He_polarized_mix_01,paris_agreement,polarized,,,,
T2d_He_polarized_mix_01,climate_consensus,polarized,0.7,0.6667,5,4.3
T2d_He_polarized_mix_01,polar_bears,polarized,,,,
T2d_He_polarized_mix_02,scopex_2017,polarized,,,,
T2d_He_polarized_mix_02,chemtrails_gates_2018_2021,polarized,0,,0,0
T2d_He_polarized_mix_02,sai_geoengineering,polarized,0.3333,,0.3333,0
T2d_He_polarized_mix_02,paris_agreement,polarized,,,,
T2d_He_polarized_mix_02,climate_consensus,polarized,0,,0,0
T2d_He_polarized_mix_02,polar_bears,polarized,,,,
T2d_He_polarized_mix_03,scopex_2017,polarized,1.5571,0.2254,2.8857,1.3857
T2d_He_polarized_mix_03,chemtrails_gates_2018_2021,polarized,0.7778,0.8333,2.5556,1.7778
T2d_He_polarized_mix_03,sai_geoengineering,polarized,1.2857,,1.2857,0
T2d_He_polarized_mix_03,paris_agreement,polarized,,,,
T2d_He_polarized_mix_03,climate_consensus,polarized,1.25,,5,3.75
T2d_He_polarized_mix_03,polar_bears,polarized,,,,
T2d_He_polarized_mix_04,scopex_2017,polarized,0,,0,0
T2d_He_polarized_mix_04,chemtrails_gates_2018_2021,polarized,0,,0,0
T2d_He_polarized_mix_04,sai_geoengineering,polarized,0.75,,0.75,0
T2d_He_polarized_mix_04,paris_agreement,polarized,0.7941,-0.2966,1.3824,0.5882
T2d_He_polarized_mix_04,climate_consensus,polarized,,,,
T2d_He_polarized_mix_04,polar_bears,polarized,1.6148,,1.6148,0
T2d_He_polarized_mix_05,scopex_2017,polarized,0,0.7222,0.0938,0.0938
T2d_He_polarized_mix_05,chemtrails_gates_2018_2021,polarized,0.0459,0.8188,0.1009,0.055
T2d_He_polarized_mix_05,sai_geoengineering,polarized,0.8792,0.4082,0.8833,0.0042
T2d_He_polarized_mix_05,paris_agreement,polarized,0.7822,1,0.8713,0.1188
T2d_He_polarized_mix_05,climate_consensus,polarized,0.65,0.849,2.4231,1.9115
T2d_He_polarized_mix_05,polar_bears,polarized,0.7863,0.6124,0.812,0.0427
T2d_He_random_er_mix_00,scopex_2017,random_er,,,,
T2d_He_random_er_mix_00,chemtrails_gates_2018_2021,random_er,1.6,0.7296,4.075,2.5583
T2d_He_random_er_mix_00,sai_geoengineering,random_er,0.931,0.5577,0.9483,0.0345
T2d_He_random_er_mix_00,paris_agreement,random_er,1.6769,0.3616,4.5673,2.9769
T2d_He_random_er_mix_00,climate_consensus,random_er,0.7852,0.7254,4.4262,3.723
T2d_He_random_er_mix_00,polar_bears,random_er,0.9369,0.6124,0.9612,0.0825
T2d_He_random_er_mix_01,scopex_2017,random_er,1.6364,0.4024,3.3427,1.9371
T2d_He_random_er_mix_01,chemtrails_gates_2018_2021,random_er,1.0691,0.8658,2.5899,1.564
T2d_He_random_er_mix_01,sai_geoengineering,random_er,0.7417,,0.7417,0
T2d_He_random_er_mix_01,paris_agreement,random_er,2.1556,0.0115,4.7708,2.6292
T2d_He_random_er_mix_01,climate_consensus,random_er,1.2789,0.5829,3.6692,2.6774
T2d_He_random_er_mix_01,polar_bears,random_er,0.7571,,0.7571,0
T2d_He_random_er_mix_02,scopex_2017,random_er,0.9744,0.4774,1.0256,0.0513
T2d_He_random_er_mix_02,chemtrails_gates_2018_2021,random_er,1.0512,0.9948,2.0945,1.0433
T2d_He_random_er_mix_02,sai_geoengineering,random_er,0.8475,,0.8475,0
T2d_He_random_er_mix_02,paris_agreement,random_er,0.4034,1,0.4034,0.0168
T2d_He_random_er_mix_02,climate_consensus,random_er,1.3299,0.8476,1.5128,0.2513
T2d_He_random_er_mix_02,polar_bears,random_er,0,,0,0
T2d_He_random_er_mix_03,scopex_2017,random_er,1.3137,0.4805,1.8699,0.5767
T2d_He_random_er_mix_03,chemtrails_gates_2018_2021,random_er,0.3377,0.9474,0.7319,0.4014
T2d_He_random_er_mix_03,sai_geoengineering,random_er,,,,
T2d_He_random_er_mix_03,paris_agreement,random_er,,,,
T2d_He_random_er_mix_03,climate_consensus,random_er,1.0563,0.9377,1.5282,0.4859
T2d_He_random_er_mix_03,polar_bears,random_er,,,,
T2d_He_random_er_mix_04,scopex_2017,random_er,1.644,0.5794,2.1135,0.4908
T2d_He_random_er_mix_04,chemtrails_gates_2018_2021,random_er,1.4544,0.776,2.5578,1.1238
T2d_He_random_er_mix_04,sai_geoengineering,random_er,0.6376,1,0.6443,0.0067
T2d_He_random_er_mix_04,paris_agreement,random_er,1.2857,0.6042,1.8571,0.6466
T2d_He_random_er_mix_04,climate_consensus,random_er,,,,
T2d_He_random_er_mix_04,polar_bears,random_er,0.8723,0.3125,0.8936,0.0284
T2d_He_random_er_mix_05,scopex_2017,random_er,1.3133,0.4213,1.8916,0.6145
T2d_He_random_er_mix_05,chemtrails_gates_2018_2021,random_er,0.9864,0.8367,2.3786,1.4893
T2d_He_random_er_mix_05,sai_geoengineering,random_er,,,,
T2d_He_random_er_mix_05,paris_agreement,random_er,0.9236,0.6039,1.4409,0.563
T2d_He_random_er_mix_05,climate_consensus,random_er,1.39,0.6362,3.0643,1.7029
T2d_He_random_er_mix_05,polar_bears,random_er,1.4809,0.4916,1.4885,0.0153
T2d_He_ring_mix_00,scopex_2017,ring,2.25,0.0727,4.5,2.25
T2d_He_ring_mix_00,chemtrails_gates_2018_2021,ring,1,0.9129,3,2
T2d_He_ring_mix_00,sai_geoengineering,ring,1.75,,1.75,0
T2d_He_ring_mix_00,paris_agreement,ring,1.45,0.2959,4,3.05
T2d_He_ring_mix_00,climate_consensus,ring,1.1,0.8027,4.25,3.15
T2d_He_ring_mix_00,polar_bears,ring,1.0625,0,1.125,0.0625
T2d_He_ring_mix_01,scopex_2017,ring,2.5625,0.1509,3.875,1.6875
T2d_He_ring_mix_01,chemtrails_gates_2018_2021,ring,1.9375,0.7556,3.875,1.9375
T2d_He_ring_mix_01,sai_geoengineering,ring,1.125,,1.125,0
T2d_He_ring_mix_01,paris_agreement,ring,1.4125,0.4759,3.875,2.9625
T2d_He_ring_mix_01,climate_consensus,ring,1.1,0.6393,3.125,2.025
T2d_He_ring_mix_01,polar_bears,ring,0.8125,1,0.875,0.0625
T2d_He_ring_mix_02,scopex_2017,ring,0,,0,0
T2d_He_ring_mix_02,chemtrails_gates_2018_2021,ring,1.1,0.9359,2,0.9
T2d_He_ring_mix_02,sai_geoengineering,ring,1.75,0.7041,1.875,0.125
T2d_He_ring_mix_02,paris_agreement,ring,0.625,,0.625,0
T2d_He_ring_mix_02,climate_consensus,ring,0.2,1,0.4,0.2
T2d_He_ring_mix_02,polar_bears,ring,2,,2,0
T2d_He_ring_mix_03,scopex_2017,ring,1.625,0.6389,2.5,0.875
T2d_He_ring_mix_03,chemtrails_gates_2018_2021,ring,1.5375,0.9637,2.75,1.2125
T2d_He_ring_mix_03,sai_geoengineering,ring,0.5,,0.5,0
T2d_He_ring_mix_03,paris_agreement,ring,0,,0,0
T2d_He_ring_mix_03,climate_consensus,ring,1.3333,0.8062,1.5,0.1667
T2d_He_ring_mix_03,polar_bears,ring,0.75,0.375,0.875,0.125
T2d_He_ring_mix_04,scopex_2017,ring,1.9167,0.6124,2,0.0833
T2d_He_ring_mix_04,chemtrails_gates_2018_2021,ring,1.25,0.7015,2.625,1.375
T2d_He_ring_mix_04,sai_geoengineering,ring,1.625,,1.625,0
T2d_He_ring_mix_04,paris_agreement,ring,2.375,0.8333,3.25,0.875
T2d_He_ring_mix_04,climate_consensus,ring,2,0.8062,3.25,1.25
T2d_He_ring_mix_04,polar_bears,ring,0.875,,0.875,0
T2d_He_ring_mix_05,scopex_2017,ring,,,,
T2d_He_ring_mix_05,chemtrails_gates_2018_2021,ring,1.9,0.9332,3.1429,1.2429
T2d_He_ring_mix_05,sai_geoengineering,ring,1,,1,0
T2d_He_ring_mix_05,paris_agreement,ring,1.6667,0.6124,3.6667,2
T2d_He_ring_mix_05,climate_consensus,ring,0.7143,0.6124,3,2.2857
T2d_He_ring_mix_05,polar_bears,ring,1,,1,0
T2d_He_scale_free_mix_00,scopex_2017,scale_free,1.9695,0.5051,3.2583,1.5669
T2d_He_scale_free_mix_00,chemtrails_gates_2018_2021,scale_free,,,,
T2d_He_scale_free_mix_00,sai_geoengineering,scale_free,,,,
T2d_He_scale_free_mix_00,paris_agreement,scale_free,1.1908,0.4892,3.4122,2.4504
T2d_He_scale_free_mix_00,climate_consensus,scale_free,0.2888,0.6894,4.4037,4.2329
T2d_He_scale_free_mix_00,polar_bears,scale_free,0.8133,-0.0791,0.82,0.0067
T2d_He_scale_free_mix_01,scopex_2017,scale_free,0.9168,0.3815,1.5255,0.7255
T2d_He_scale_free_mix_01,chemtrails_gates_2018_2021,scale_free,1.2818,0.8794,3.1119,1.8441
T2d_He_scale_free_mix_01,sai_geoengineering,scale_free,,,,
T2d_He_scale_free_mix_01,paris_agreement,scale_free,2.2378,0.3749,4.3185,2.1104
T2d_He_scale_free_mix_01,climate_consensus,scale_free,1.2009,0.8862,3.9231,2.7393
T2d_He_scale_free_mix_01,polar_bears,scale_free,1.5764,0.4184,1.8542,0.2917
T2d_He_scale_free_mix_02,scopex_2017,scale_free,1.5945,0.3785,1.8904,0.3027
T2d_He_scale_free_mix_02,chemtrails_gates_2018_2021,scale_free,0.949,0.98,1.8471,0.8981
T2d_He_scale_free_mix_02,sai_geoengineering,scale_free,1.0775,,1.0775,0
T2d_He_scale_free_mix_02,paris_agreement,scale_free,0.3613,0.8062,0.3679,0.0066
T2d_He_scale_free_mix_02,climate_consensus,scale_free,0.8909,0.9688,1.0909,0.3818
T2d_He_scale_free_mix_02,polar_bears,scale_free,,,,
T2d_He_scale_free_mix_03,scopex_2017,scale_free,,,,
T2d_He_scale_free_mix_03,chemtrails_gates_2018_2021,scale_free,,,,
T2d_He_scale_free_mix_03,sai_geoengineering,scale_free,1.0621,0.861,1.085,0.0359
T2d_He_scale_free_mix_03,paris_agreement,scale_free,0.7233,0.2292,1.3267,0.63
T2d_He_scale_free_mix_03,climate_consensus,scale_free,0.5695,0.8198,1.0464,0.4901
T2d_He_scale_free_mix_03,polar_bears,scale_free,0.7601,0,0.7568,0.0101
T2d_He_scale_free_mix_04,scopex_2017,scale_free,1.1053,0.5985,1.5333,0.4613
T2d_He_scale_free_mix_04,chemtrails_gates_2018_2021,scale_free,1.1901,0.7956,2.1831,1.0634
T2d_He_scale_free_mix_04,sai_geoengineering,scale_free,0.5,1,0.75,0.25
T2d_He_scale_free_mix_04,paris_agreement,scale_free,2.2625,0.7552,3.25,1.1125
T2d_He_scale_free_mix_04,climate_consensus,scale_free,1.25,,2.5,1.25
T2d_He_scale_free_mix_04,polar_bears,scale_free,0.75,,0.75,0
T2d_He_scale_free_mix_05,scopex_2017,scale_free,,,,
T2d_He_scale_free_mix_05,chemtrails_gates_2018_2021,scale_free,1.0455,1,2.3636,1.3182
T2d_He_scale_free_mix_05,sai_geoengineering,scale_free,0.9167,0.4082,1,0.0833
T2d_He_scale_free_mix_05,paris_agreement,scale_free,1.5,0.8062,3,1.5
T2d_He_scale_free_mix_05,climate_consensus,scale_free,0.75,,2,1.25
T2d_He_scale_free_mix_05,polar_bears,scale_free,1.3333,,1.3333,0
T2d_He_small_world_mix_00,scopex_2017,small_world,1.4129,0.3252,2.5806,1.3677
T2d_He_small_world_mix_00,chemtrails_gates_2018_2021,small_world,1.307,0.8359,4.2215,2.9146
T2d_He_small_world_mix_00,sai_geoengineering,small_world,1.1523,0.5622,1.3203,0.1992
T2d_He_small_world_mix_00,paris_agreement,small_world,1.6026,0.2604,4.1603,2.6859
T2d_He_small_world_mix_00,climate_consensus,small_world,0.6565,0.6338,4.5455,3.9149
T2d_He_small_world_mix_00,polar_bears,small_world,0.7171,0.5681,0.8158,0.1118
T2d_He_small_world_mix_01,scopex_2017,small_world,1.851,0.3468,3.2148,1.6054
T2d_He_small_world_mix_01,chemtrails_gates_2018_2021,small_world,1.2448,0.8944,3.0345,1.7966
T2d_He_small_world_mix_01,sai_geoengineering,small_world,0.9419,0.6504,0.9871,0.0516
T2d_He_small_world_mix_01,paris_agreement,small_world,1.8141,0.0903,3.6154,2.0205
T2d_He_small_world_mix_01,climate_consensus,small_world,1.0105,0.6955,3.3007,2.2902
T2d_He_small_world_mix_01,polar_bears,small_world,1.104,0.4361,1.1544,0.057
T2d_He_small_world_mix_02,scopex_2017,small_world,1.7951,0.5637,2.3264,0.5382
T2d_He_small_world_mix_02,chemtrails_gates_2018_2021,small_world,1.1079,0.9129,2.0072,0.8993
T2d_He_small_world_mix_02,sai_geoengineering,small_world,0.7617,0.9014,0.7792,0.0175
T2d_He_small_world_mix_02,paris_agreement,small_world,0.5176,1,0.5352,0.0176
T2d_He_small_world_mix_02,climate_consensus,small_world,0.9375,0.8062,1.125,0.1875
T2d_He_small_world_mix_02,polar_bears,small_world,1.2727,,1.2727,0
T2d_He_small_world_mix_03,scopex_2017,small_world,,,,
T2d_He_small_world_mix_03,chemtrails_gates_2018_2021,small_world,0.7007,0.9433,1.4726,0.7719
T2d_He_small_world_mix_03,sai_geoengineering,small_world,0.9967,0.7041,1.0654,0.0948
T2d_He_small_world_mix_03,paris_agreement,small_world,,,,
T2d_He_small_world_mix_03,climate_consensus,small_world,1.1483,0.8905,1.7172,0.5828
T2d_He_small_world_mix_03,polar_bears,small_world,0.9893,,0.9857,0.0036
T2d_He_small_world_mix_04,scopex_2017,small_world,1.5329,0.4665,2.1053,0.6053
T2d_He_small_world_mix_04,chemtrails_gates_2018_2021,small_world,,,,
T2d_He_small_world_mix_04,sai_geoengineering,small_world,0.8152,0.8062,0.8116,0.0254
T2d_He_small_world_mix_04,paris_agreement,small_world,0.9286,,2,1.0714
T2d_He_small_world_mix_04,climate_consensus,small_world,,,,
T2d_He_small_world_mix_04,polar_bears,small_world,1,1,1,0.0909
T2d_He_small_world_mix_05,scopex_2017,small_world,1.005,0.5217,1.3617,0.395
T2d_He_small_world_mix_05,chemtrails_gates_2018_2021,small_world,0.8816,0.9035,2.0921,1.2526
T2d_He_small_world_mix_05,sai_geoengineering,small_world,0.9764,0.7531,1.0608,0.1385
T2d_He_small_world_mix_05,paris_agreement,small_world,1.0482,0.6206,1.4397,0.4624
T2d_He_small_world_mix_05,climate_consensus,small_world,1.0262,0.7035,1.9034,0.8772
T2d_He_small_world_mix_05,polar_bears,small_world,1.0994,0.1187,1.0962,0.016
