experiment,experimentName,topology,bpMix,articleId,status,totalEvents,maxEventMI,maxNetworkMeanMI,meanNodeMPR,maxNodeMPR,propagandaOccurred,kStar_network,firstMeanMiOver3,networkRecoveredAfterPropaganda,kStar_hop,giniCoefficient,structuralVirality,runDir,model
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,net_zero,complete,8,5,5,3.5,5,true,,2,true,1,0.2321,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_depopulation,linear_chain,homogeneous:conspiracy_depopulation,attribution_extremes,complete,8,5,5,3.625,5,true,6,6,false,5,0.1595,3,H_conspiracy_depopulation_2026-09-18_03-54-28,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,scopex_2017,complete,7,5,5,2.25,5,true,,2,true,1,0.2963,2.3333,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,chemtrails_gates_2018_2021,complete,8,5,5,4.25,5,true,,1,true,0,0.0809,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,sai_geoengineering,complete,3,0,0,0,0,false,,,false,,0,1,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,spice_uk_cancelled,complete,8,4,4,2.875,4,true,,6,true,5,0.1033,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,paris_agreement,complete,4,3,3,0.75,3,false,,,false,,0.2222,1.3333,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,climate_consensus,complete,8,5,5,5,5,true,1,1,false,0,0,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,glaciers_retreat,complete,3,2,2,0.5,2,false,,,false,,0,1,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,polar_bears,complete,2,1,1,0.125,1,false,,,false,,0,0,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,co2_fertilization,complete,6,2,2,1,2,false,,,false,,0.15,2,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,sea_level_rise,complete,8,3,3,3,3,false,,,false,,0,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,net_zero,complete,8,4,4,3,4,true,,6,true,5,0.125,3,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_climate_piggyback,linear_chain,homogeneous:conspiracy_climate_piggyback,attribution_extremes,complete,5,0,0,0,0,false,,,false,,0,1.6667,H_conspiracy_climate_piggyback_2026-09-18_03-54-35,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,scopex_2017,complete,8,5,5,3.375,5,true,,5,true,4,0.1898,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,chemtrails_gates_2018_2021,complete,8,5,5,4.625,5,true,1,1,false,0,0.0507,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,sai_geoengineering,complete,8,1,1,0.625,1,false,,,false,,0.375,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,spice_uk_cancelled,complete,8,4,4,2.625,4,true,,7,true,6,0.1726,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,paris_agreement,complete,3,5,5,1.25,5,true,1,1,false,0,0,1,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,climate_consensus,complete,8,5,5,5,5,true,1,1,false,0,0,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,glaciers_retreat,complete,2,2,2,0.25,2,false,,,false,,0,0,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,polar_bears,complete,8,3,3,1.5,3,false,,,false,,0.3125,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,co2_fertilization,complete,8,3,3,2.25,3,false,,,false,,0.1528,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,sea_level_rise,complete,8,3,3,2,3,false,,,false,,0.1875,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,net_zero,complete,8,3,3,2.75,3,false,,,false,,0.0795,3,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_haarp_weather,linear_chain,homogeneous:conspiracy_haarp_weather,attribution_extremes,complete,6,3,3,1.375,3,false,,,false,,0.0727,2,H_conspiracy_haarp_weather_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,scopex_2017,complete,8,5,5,3.125,5,true,6,6,false,5,0.305,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,chemtrails_gates_2018_2021,complete,8,4,4,3.25,4,true,,1,true,0,0.1058,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,sai_geoengineering,complete,8,4,4,1.75,4,true,,5,true,4,0.3036,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,spice_uk_cancelled,complete,8,3,3,2.5,3,false,,,false,,0.1,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,paris_agreement,complete,8,5,5,4.25,5,true,,1,true,0,0.1324,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,climate_consensus,complete,8,5,5,5,5,true,1,1,false,0,0,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,glaciers_retreat,complete,8,2,2,1.875,2,false,,,false,,0.0583,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,polar_bears,complete,5,0,0,0,0,false,,,false,,0,1.6667,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,co2_fertilization,complete,8,5,5,2.375,5,true,,7,true,6,0.2697,3,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,sea_level_rise,complete,6,4,4,1.875,4,true,5,5,false,4,0.1067,2,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,net_zero,complete,5,5,5,2.5,5,true,1,1,false,0,0,1.6667,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
H,H_conspiracy_believer,linear_chain,homogeneous:conspiracy_believer,attribution_extremes,complete,1,0,0,0,0,false,,,false,,0,0,H_conspiracy_believer_2026-09-18_03-50-56,gpt-4o-mini
