experimentName,topology,articleId,nEvents,nScored,meanContinuousMI,llmCalls,status,miScoringMode,runDir
T2c_H_scale_free_conspiracy_haarp_weather,scale_free,sai_geoengineering,175,150,0.368,1133,complete,continuous,T2c_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_haarp_weather,scale_free,paris_agreement,175,150,3.774,1133,complete,continuous,T2c_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_haarp_weather,scale_free,climate_consensus,157,121,4.7438,1133,complete,continuous,T2c_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-38
T2c_H_scale_free_conspiracy_haarp_weather,scale_free,polar_bears,1,0,,1133,complete,continuous,T2c_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-38
T2c_H_scale_free_environmental_concern,scale_free,scopex_2017,176,5,0.0,253,complete,continuous,T2c_H_scale_free_environmental_concern_2026-09-19_04-21-27
T2c_H_scale_free_environmental_concern,scale_free,chemtrails_gates_2018_2021,1,0,,253,complete,continuous,T2c_H_scale_free_environmental_concern_2026-09-19_04-21-27
T2c_H_scale_free_environmental_concern,scale_free,sai_geoengineering,174,4,0.0,253,complete,continuous,T2c_H_scale_free_environmental_concern_2026-09-19_04-21-27
T2c_H_scale_free_environmental_concern,scale_free,paris_agreement,176,11,1.3182,253,complete,continuous,T2c_H_scale_free_environmental_concern_2026-09-19_04-21-27
T2c_H_scale_free_environmental_concern,scale_free,climate_consensus,176,9,0.0,253,complete,continuous,T2c_H_scale_free_environmental_concern_2026-09-19_04-21-27
T2c_H_scale_free_environmental_concern,scale_free,polar_bears,176,6,0.0,253,complete,continuous,T2c_H_scale_free_environmental_concern_2026-09-19_04-21-27
T2c_H_scale_free_mitigation_first_policy,scale_free,scopex_2017,1,0,,807,complete,continuous,T2c_H_scale_free_mitigation_first_policy_2026-09-19_04-32-32
T2c_H_scale_free_mitigation_first_policy,scale_free,chemtrails_gates_2018_2021,162,129,0.0233,807,complete,continuous,T2c_H_scale_free_mitigation_first_policy_2026-09-19_04-32-32
T2c_H_scale_free_mitigation_first_policy,scale_free,sai_geoengineering,165,149,0.0134,807,complete,continuous,T2c_H_scale_free_mitigation_first_policy_2026-09-19_04-32-32
T2c_H_scale_free_mitigation_first_policy,scale_free,paris_agreement,150,128,0.0469,807,complete,continuous,T2c_H_scale_free_mitigation_first_policy_2026-09-19_04-32-32
T2c_H_scale_free_mitigation_first_policy,scale_free,climate_consensus,3,1,0.0,807,complete,continuous,T2c_H_scale_free_mitigation_first_policy_2026-09-19_04-32-32
T2c_H_scale_free_mitigation_first_policy,scale_free,polar_bears,146,123,0.0447,807,complete,continuous,T2c_H_scale_free_mitigation_first_policy_2026-09-19_04-32-32
T2c_H_scale_free_ozone_stratosphere_specialist,scale_free,scopex_2017,181,5,0.2,287,complete,continuous,T2c_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-21-34
T2c_H_scale_free_ozone_stratosphere_specialist,scale_free,chemtrails_gates_2018_2021,176,6,1.3333,287,complete,continuous,T2c_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-21-34
T2c_H_scale_free_ozone_stratosphere_specialist,scale_free,sai_geoengineering,1,0,,287,complete,continuous,T2c_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-21-34
T2c_H_scale_free_ozone_stratosphere_specialist,scale_free,paris_agreement,171,10,0.3,287,complete,continuous,T2c_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-21-34
T2c_H_scale_free_ozone_stratosphere_specialist,scale_free,climate_consensus,173,9,0.0,287,complete,continuous,T2c_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-21-34
T2c_H_scale_free_ozone_stratosphere_specialist,scale_free,polar_bears,173,5,0.0,287,complete,continuous,T2c_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-21-34
T2c_H_scale_free_science_journalist,scale_free,scopex_2017,175,154,0.0032,1114,complete,continuous,T2c_H_scale_free_science_journalist_2026-09-19_04-43-56
T2c_H_scale_free_science_journalist,scale_free,chemtrails_gates_2018_2021,177,141,0.1773,1114,complete,continuous,T2c_H_scale_free_science_journalist_2026-09-19_04-43-56
T2c_H_scale_free_science_journalist,scale_free,sai_geoengineering,1,0,,1114,complete,continuous,T2c_H_scale_free_science_journalist_2026-09-19_04-43-56
T2c_H_scale_free_science_journalist,scale_free,paris_agreement,163,142,0.0782,1114,complete,continuous,T2c_H_scale_free_science_journalist_2026-09-19_04-43-56
T2c_H_scale_free_science_journalist,scale_free,climate_consensus,158,136,0.0,1114,complete,continuous,T2c_H_scale_free_science_journalist_2026-09-19_04-43-56
T2c_H_scale_free_science_journalist,scale_free,polar_bears,165,128,0.0,1114,complete,continuous,T2c_H_scale_free_science_journalist_2026-09-19_04-43-56
T2c_H_echo_chamber_biodiversity_food_security,echo_chamber,scopex_2017,159,136,0.0404,,running,continuous,T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-55-16
T2c_H_echo_chamber_biodiversity_food_security,echo_chamber,chemtrails_gates_2018_2021,159,135,1.0074,,running,continuous,T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-55-16
T2c_H_echo_chamber_biodiversity_food_security,echo_chamber,sai_geoengineering,157,129,0.0078,,running,continuous,T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-55-16
T2c_H_echo_chamber_biodiversity_food_security,echo_chamber,paris_agreement,119,100,0.03,,running,continuous,T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-55-16
T2c_H_echo_chamber_biodiversity_food_security,echo_chamber,climate_consensus,1,0,,,running,continuous,T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-55-16
T2c_H_echo_chamber_biodiversity_food_security,echo_chamber,polar_bears,154,121,0.0124,,running,continuous,T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-55-16
T2c_H_echo_chamber_climate_action_advocate,echo_chamber,scopex_2017,167,8,0.0,38,complete,continuous,T2c_H_echo_chamber_climate_action_advocate_2026-09-19_04-30-38
T2c_H_echo_chamber_climate_action_advocate,echo_chamber,chemtrails_gates_2018_2021,150,6,0.0833,38,complete,continuous,T2c_H_echo_chamber_climate_action_advocate_2026-09-19_04-30-38
T2c_H_echo_chamber_climate_action_advocate,echo_chamber,sai_geoengineering,1,0,,38,complete,continuous,T2c_H_echo_chamber_climate_action_advocate_2026-09-19_04-30-38
T2c_H_echo_chamber_climate_action_advocate,echo_chamber,paris_agreement,167,6,0.0,38,complete,continuous,T2c_H_echo_chamber_climate_action_advocate_2026-09-19_04-30-38
T2c_H_echo_chamber_climate_action_advocate,echo_chamber,climate_consensus,1,0,,38,complete,continuous,T2c_H_echo_chamber_climate_action_advocate_2026-09-19_04-30-38
T2c_H_echo_chamber_climate_action_advocate,echo_chamber,polar_bears,1,0,,38,complete,continuous,T2c_H_echo_chamber_climate_action_advocate_2026-09-19_04-30-38
T2c_H_echo_chamber_climate_justice_youth,echo_chamber,scopex_2017,164,142,0.0176,929,complete,continuous,T2c_H_echo_chamber_climate_justice_youth_2026-09-19_04-31-18
T2c_H_echo_chamber_climate_justice_youth,echo_chamber,chemtrails_gates_2018_2021,161,136,0.0956,929,complete,continuous,T2c_H_echo_chamber_climate_justice_youth_2026-09-19_04-31-18
T2c_H_echo_chamber_climate_justice_youth,echo_chamber,sai_geoengineering,162,139,0.0468,929,complete,continuous,T2c_H_echo_chamber_climate_justice_youth_2026-09-19_04-31-18
T2c_H_echo_chamber_climate_justice_youth,echo_chamber,paris_agreement,159,134,0.0187,929,complete,continuous,T2c_H_echo_chamber_climate_justice_youth_2026-09-19_04-31-18
T2c_H_echo_chamber_climate_justice_youth,echo_chamber,climate_consensus,147,125,0.056,929,complete,continuous,T2c_H_echo_chamber_climate_justice_youth_2026-09-19_04-31-18
T2c_H_echo_chamber_climate_justice_youth,echo_chamber,polar_bears,152,114,0.0044,929,complete,continuous,T2c_H_echo_chamber_climate_justice_youth_2026-09-19_04-31-18
T2c_H_echo_chamber_climate_scientist,echo_chamber,scopex_2017,154,139,0.0,1122,complete,continuous,T2c_H_echo_chamber_climate_scientist_2026-09-19_04-45-38
T2c_H_echo_chamber_climate_scientist,echo_chamber,chemtrails_gates_2018_2021,166,147,0.0102,1122,complete,continuous,T2c_H_echo_chamber_climate_scientist_2026-09-19_04-45-38
T2c_H_echo_chamber_climate_scientist,echo_chamber,sai_geoengineering,159,134,0.0037,1122,complete,continuous,T2c_H_echo_chamber_climate_scientist_2026-09-19_04-45-38
T2c_H_echo_chamber_climate_scientist,echo_chamber,paris_agreement,167,148,0.0338,1122,complete,continuous,T2c_H_echo_chamber_climate_scientist_2026-09-19_04-45-38
T2c_H_echo_chamber_climate_scientist,echo_chamber,climate_consensus,1,0,,1122,complete,continuous,T2c_H_echo_chamber_climate_scientist_2026-09-19_04-45-38
T2c_H_echo_chamber_climate_scientist,echo_chamber,polar_bears,160,135,0.0,1122,complete,continuous,T2c_H_echo_chamber_climate_scientist_2026-09-19_04-45-38
T2c_H_echo_chamber_conspiracy_believer,echo_chamber,scopex_2017,165,59,2.2881,564,complete,continuous,T2c_H_echo_chamber_conspiracy_believer_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_believer,echo_chamber,chemtrails_gates_2018_2021,158,12,2.8333,564,complete,continuous,T2c_H_echo_chamber_conspiracy_believer_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_believer,echo_chamber,sai_geoengineering,162,5,0.4,564,complete,continuous,T2c_H_echo_chamber_conspiracy_believer_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_believer,echo_chamber,paris_agreement,145,7,4.6429,564,complete,continuous,T2c_H_echo_chamber_conspiracy_believer_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_believer,echo_chamber,climate_consensus,165,5,5.0,564,complete,continuous,T2c_H_echo_chamber_conspiracy_believer_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_believer,echo_chamber,polar_bears,167,7,0.1429,564,complete,continuous,T2c_H_echo_chamber_conspiracy_believer_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_climate_piggyback,echo_chamber,scopex_2017,155,13,1.6077,480,complete,continuous,T2c_H_echo_chamber_conspiracy_climate_piggyback_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_climate_piggyback,echo_chamber,chemtrails_gates_2018_2021,150,5,3.8,480,complete,continuous,T2c_H_echo_chamber_conspiracy_climate_piggyback_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_climate_piggyback,echo_chamber,sai_geoengineering,165,6,0.4167,480,complete,continuous,T2c_H_echo_chamber_conspiracy_climate_piggyback_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_climate_piggyback,echo_chamber,paris_agreement,165,2,1.5,480,complete,continuous,T2c_H_echo_chamber_conspiracy_climate_piggyback_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_climate_piggyback,echo_chamber,climate_consensus,157,7,5.0,480,complete,continuous,T2c_H_echo_chamber_conspiracy_climate_piggyback_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_climate_piggyback,echo_chamber,polar_bears,144,5,0.0,480,complete,continuous,T2c_H_echo_chamber_conspiracy_climate_piggyback_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_depopulation,echo_chamber,scopex_2017,143,13,1.9615,515,complete,continuous,T2c_H_echo_chamber_conspiracy_depopulation_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_depopulation,echo_chamber,chemtrails_gates_2018_2021,167,6,3.3333,515,complete,continuous,T2c_H_echo_chamber_conspiracy_depopulation_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_depopulation,echo_chamber,sai_geoengineering,153,8,0.375,515,complete,continuous,T2c_H_echo_chamber_conspiracy_depopulation_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_depopulation,echo_chamber,paris_agreement,167,3,1.3333,515,complete,continuous,T2c_H_echo_chamber_conspiracy_depopulation_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_depopulation,echo_chamber,climate_consensus,166,6,5.0,515,complete,continuous,T2c_H_echo_chamber_conspiracy_depopulation_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_depopulation,echo_chamber,polar_bears,158,8,0.0,515,complete,continuous,T2c_H_echo_chamber_conspiracy_depopulation_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_haarp_weather,echo_chamber,scopex_2017,1,0,,673,complete,continuous,T2c_H_echo_chamber_conspiracy_haarp_weather_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_haarp_weather,echo_chamber,chemtrails_gates_2018_2021,165,137,2.8847,673,complete,continuous,T2c_H_echo_chamber_conspiracy_haarp_weather_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_haarp_weather,echo_chamber,sai_geoengineering,166,105,0.4876,673,complete,continuous,T2c_H_echo_chamber_conspiracy_haarp_weather_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_haarp_weather,echo_chamber,paris_agreement,165,15,3.4,673,complete,continuous,T2c_H_echo_chamber_conspiracy_haarp_weather_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_haarp_weather,echo_chamber,climate_consensus,151,8,4.5625,673,complete,continuous,T2c_H_echo_chamber_conspiracy_haarp_weather_2026-09-19_04-13-27
T2c_H_echo_chamber_conspiracy_haarp_weather,echo_chamber,polar_bears,158,5,0.0,673,complete,continuous,T2c_H_echo_chamber_conspiracy_haarp_weather_2026-09-19_04-13-27
T2c_H_echo_chamber_environmental_concern,echo_chamber,scopex_2017,157,136,0.0,867,complete,continuous,T2c_H_echo_chamber_environmental_concern_2026-09-19_04-31-37
T2c_H_echo_chamber_environmental_concern,echo_chamber,chemtrails_gates_2018_2021,167,139,0.0108,867,complete,continuous,T2c_H_echo_chamber_environmental_concern_2026-09-19_04-31-37
T2c_H_echo_chamber_environmental_concern,echo_chamber,sai_geoengineering,151,132,0.0,867,complete,continuous,T2c_H_echo_chamber_environmental_concern_2026-09-19_04-31-37
T2c_H_echo_chamber_environmental_concern,echo_chamber,paris_agreement,94,72,0.0139,867,complete,continuous,T2c_H_echo_chamber_environmental_concern_2026-09-19_04-31-37
T2c_H_echo_chamber_environmental_concern,echo_chamber,climate_consensus,166,134,0.0,867,complete,continuous,T2c_H_echo_chamber_environmental_concern_2026-09-19_04-31-37
T2c_H_echo_chamber_environmental_concern,echo_chamber,polar_bears,164,136,0.0,867,complete,continuous,T2c_H_echo_chamber_environmental_concern_2026-09-19_04-31-37
T2c_H_echo_chamber_mitigation_first_policy,echo_chamber,scopex_2017,166,143,0.0,818,complete,continuous,T2c_H_echo_chamber_mitigation_first_policy_2026-09-19_04-31-24
T2c_H_echo_chamber_mitigation_first_policy,echo_chamber,chemtrails_gates_2018_2021,164,143,0.0,818,complete,continuous,T2c_H_echo_chamber_mitigation_first_policy_2026-09-19_04-31-24
T2c_H_echo_chamber_mitigation_first_policy,echo_chamber,sai_geoengineering,144,111,0.018,818,complete,continuous,T2c_H_echo_chamber_mitigation_first_policy_2026-09-19_04-31-24
T2c_H_echo_chamber_mitigation_first_policy,echo_chamber,paris_agreement,129,98,0.0459,818,complete,continuous,T2c_H_echo_chamber_mitigation_first_policy_2026-09-19_04-31-24
T2c_H_echo_chamber_mitigation_first_policy,echo_chamber,climate_consensus,157,132,0.0,818,complete,continuous,T2c_H_echo_chamber_mitigation_first_policy_2026-09-19_04-31-24
T2c_H_echo_chamber_mitigation_first_policy,echo_chamber,polar_bears,160,138,0.0,818,complete,continuous,T2c_H_echo_chamber_mitigation_first_policy_2026-09-19_04-31-24
T2c_H_echo_chamber_ozone_stratosphere_specialist,echo_chamber,scopex_2017,157,139,0.0,,running,continuous,T2c_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_04-49-12
T2c_H_echo_chamber_ozone_stratosphere_specialist,echo_chamber,chemtrails_gates_2018_2021,165,136,0.7463,,running,continuous,T2c_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_04-49-12
T2c_H_echo_chamber_ozone_stratosphere_specialist,echo_chamber,sai_geoengineering,153,125,0.08,,running,continuous,T2c_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_04-49-12
T2c_H_echo_chamber_ozone_stratosphere_specialist,echo_chamber,paris_agreement,167,147,0.0476,,running,continuous,T2c_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_04-49-12
T2c_H_echo_chamber_ozone_stratosphere_specialist,echo_chamber,climate_consensus,167,140,0.0457,,running,continuous,T2c_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_04-49-12
T2c_H_echo_chamber_ozone_stratosphere_specialist,echo_chamber,polar_bears,160,56,0.0089,,running,continuous,T2c_H_echo_chamber_ozone_stratosphere_specialist_2026-09-19_04-49-12
T2c_H_echo_chamber_science_journalist,echo_chamber,scopex_2017,165,139,0.0,880,complete,continuous,T2c_H_echo_chamber_science_journalist_2026-09-19_04-45-58
T2c_H_echo_chamber_science_journalist,echo_chamber,chemtrails_gates_2018_2021,165,139,0.018,880,complete,continuous,T2c_H_echo_chamber_science_journalist_2026-09-19_04-45-58
T2c_H_echo_chamber_science_journalist,echo_chamber,sai_geoengineering,1,0,,880,complete,continuous,T2c_H_echo_chamber_science_journalist_2026-09-19_04-45-58
T2c_H_echo_chamber_science_journalist,echo_chamber,paris_agreement,158,133,0.0414,880,complete,continuous,T2c_H_echo_chamber_science_journalist_2026-09-19_04-45-58
T2c_H_echo_chamber_science_journalist,echo_chamber,climate_consensus,158,139,0.0288,880,complete,continuous,T2c_H_echo_chamber_science_journalist_2026-09-19_04-45-58
T2c_H_echo_chamber_science_journalist,echo_chamber,polar_bears,1,0,,880,complete,continuous,T2c_H_echo_chamber_science_journalist_2026-09-19_04-45-58
T2c_H_polarized_biodiversity_food_security,polarized,scopex_2017,137,122,0.373,918,complete,continuous,T2c_H_polarized_biodiversity_food_security_2026-09-19_04-36-59
T2c_H_polarized_biodiversity_food_security,polarized,chemtrails_gates_2018_2021,1,0,,918,complete,continuous,T2c_H_polarized_biodiversity_food_security_2026-09-19_04-36-59
T2c_H_polarized_biodiversity_food_security,polarized,sai_geoengineering,144,124,0.225,918,complete,continuous,T2c_H_polarized_biodiversity_food_security_2026-09-19_04-36-59
T2c_H_polarized_biodiversity_food_security,polarized,paris_agreement,128,102,0.0098,918,complete,continuous,T2c_H_polarized_biodiversity_food_security_2026-09-19_04-36-59
T2c_H_polarized_biodiversity_food_security,polarized,climate_consensus,138,114,0.2474,918,complete,continuous,T2c_H_polarized_biodiversity_food_security_2026-09-19_04-36-59
T2c_H_polarized_biodiversity_food_security,polarized,polar_bears,141,117,0.0,918,complete,continuous,T2c_H_polarized_biodiversity_food_security_2026-09-19_04-36-59
T2c_H_polarized_climate_action_advocate,polarized,scopex_2017,143,8,0.0,37,complete,continuous,T2c_H_polarized_climate_action_advocate_2026-09-19_04-30-42
T2c_H_polarized_climate_action_advocate,polarized,chemtrails_gates_2018_2021,1,0,,37,complete,continuous,T2c_H_polarized_climate_action_advocate_2026-09-19_04-30-42
T2c_H_polarized_climate_action_advocate,polarized,sai_geoengineering,125,3,0.0,37,complete,continuous,T2c_H_polarized_climate_action_advocate_2026-09-19_04-30-42
T2c_H_polarized_climate_action_advocate,polarized,paris_agreement,138,4,0.0,37,complete,continuous,T2c_H_polarized_climate_action_advocate_2026-09-19_04-30-42
T2c_H_polarized_climate_action_advocate,polarized,climate_consensus,130,5,0.0,37,complete,continuous,T2c_H_polarized_climate_action_advocate_2026-09-19_04-30-42
T2c_H_polarized_climate_action_advocate,polarized,polar_bears,135,4,0.0,37,complete,continuous,T2c_H_polarized_climate_action_advocate_2026-09-19_04-30-42
T2c_H_polarized_climate_justice_youth,polarized,scopex_2017,142,6,0.0,382,complete,continuous,T2c_H_polarized_climate_justice_youth_2026-09-19_04-30-49
T2c_H_polarized_climate_justice_youth,polarized,chemtrails_gates_2018_2021,132,7,0.0,382,complete,continuous,T2c_H_polarized_climate_justice_youth_2026-09-19_04-30-49
T2c_H_polarized_climate_justice_youth,polarized,sai_geoengineering,97,2,0.0,382,complete,continuous,T2c_H_polarized_climate_justice_youth_2026-09-19_04-30-49
T2c_H_polarized_climate_justice_youth,polarized,paris_agreement,142,109,0.0413,382,complete,continuous,T2c_H_polarized_climate_justice_youth_2026-09-19_04-30-49
T2c_H_polarized_climate_justice_youth,polarized,climate_consensus,125,109,0.0,382,complete,continuous,T2c_H_polarized_climate_justice_youth_2026-09-19_04-30-49
T2c_H_polarized_climate_justice_youth,polarized,polar_bears,142,125,0.0,382,complete,continuous,T2c_H_polarized_climate_justice_youth_2026-09-19_04-30-49
T2c_H_polarized_climate_scientist,polarized,scopex_2017,142,125,0.016,920,complete,continuous,T2c_H_polarized_climate_scientist_2026-09-19_04-42-33
T2c_H_polarized_climate_scientist,polarized,chemtrails_gates_2018_2021,145,126,0.0159,920,complete,continuous,T2c_H_polarized_climate_scientist_2026-09-19_04-42-33
T2c_H_polarized_climate_scientist,polarized,sai_geoengineering,1,0,,920,complete,continuous,T2c_H_polarized_climate_scientist_2026-09-19_04-42-33
T2c_H_polarized_climate_scientist,polarized,paris_agreement,140,121,0.0124,920,complete,continuous,T2c_H_polarized_climate_scientist_2026-09-19_04-42-33
T2c_H_polarized_climate_scientist,polarized,climate_consensus,142,119,0.0,920,complete,continuous,T2c_H_polarized_climate_scientist_2026-09-19_04-42-33
T2c_H_polarized_climate_scientist,polarized,polar_bears,96,75,0.0,920,complete,continuous,T2c_H_polarized_climate_scientist_2026-09-19_04-42-33
T2c_H_polarized_conspiracy_believer,polarized,scopex_2017,118,75,2.7867,460,complete,continuous,T2c_H_polarized_conspiracy_believer_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_believer,polarized,chemtrails_gates_2018_2021,1,0,,460,complete,continuous,T2c_H_polarized_conspiracy_believer_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_believer,polarized,sai_geoengineering,129,18,0.2222,460,complete,continuous,T2c_H_polarized_conspiracy_believer_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_believer,polarized,paris_agreement,135,10,4.6,460,complete,continuous,T2c_H_polarized_conspiracy_believer_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_believer,polarized,climate_consensus,144,2,5.0,460,complete,continuous,T2c_H_polarized_conspiracy_believer_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_believer,polarized,polar_bears,145,8,0.0,460,complete,continuous,T2c_H_polarized_conspiracy_believer_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_climate_piggyback,polarized,scopex_2017,120,65,2.5846,402,complete,continuous,T2c_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_climate_piggyback,polarized,chemtrails_gates_2018_2021,126,11,3.0455,402,complete,continuous,T2c_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_climate_piggyback,polarized,sai_geoengineering,1,0,,402,complete,continuous,T2c_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_climate_piggyback,polarized,paris_agreement,134,13,2.7615,402,complete,continuous,T2c_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_climate_piggyback,polarized,climate_consensus,131,0,,402,complete,continuous,T2c_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_climate_piggyback,polarized,polar_bears,110,6,0.0,402,complete,continuous,T2c_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_depopulation,polarized,scopex_2017,142,3,2.0,387,complete,continuous,T2c_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_depopulation,polarized,chemtrails_gates_2018_2021,144,8,3.8125,387,complete,continuous,T2c_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_depopulation,polarized,sai_geoengineering,140,4,0.125,387,complete,continuous,T2c_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_depopulation,polarized,paris_agreement,138,4,4.75,387,complete,continuous,T2c_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_depopulation,polarized,climate_consensus,139,8,4.75,387,complete,continuous,T2c_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_depopulation,polarized,polar_bears,103,3,0.0,387,complete,continuous,T2c_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_haarp_weather,polarized,scopex_2017,140,4,2.425,411,complete,continuous,T2c_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_haarp_weather,polarized,chemtrails_gates_2018_2021,125,5,3.3,411,complete,continuous,T2c_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_haarp_weather,polarized,sai_geoengineering,141,3,1.0,411,complete,continuous,T2c_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_haarp_weather,polarized,paris_agreement,125,4,4.025,411,complete,continuous,T2c_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_haarp_weather,polarized,climate_consensus,142,5,4.8,411,complete,continuous,T2c_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42
T2c_H_polarized_conspiracy_haarp_weather,polarized,polar_bears,145,6,0.0833,411,complete,continuous,T2c_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42
T2c_H_polarized_environmental_concern,polarized,scopex_2017,142,115,0.0,764,complete,continuous,T2c_H_polarized_environmental_concern_2026-09-19_04-31-45
T2c_H_polarized_environmental_concern,polarized,chemtrails_gates_2018_2021,145,126,0.0952,764,complete,continuous,T2c_H_polarized_environmental_concern_2026-09-19_04-31-45
T2c_H_polarized_environmental_concern,polarized,sai_geoengineering,141,122,0.0,764,complete,continuous,T2c_H_polarized_environmental_concern_2026-09-19_04-31-45
T2c_H_polarized_environmental_concern,polarized,paris_agreement,109,94,0.0319,764,complete,continuous,T2c_H_polarized_environmental_concern_2026-09-19_04-31-45
T2c_H_polarized_environmental_concern,polarized,climate_consensus,138,119,0.0,764,complete,continuous,T2c_H_polarized_environmental_concern_2026-09-19_04-31-45
T2c_H_polarized_environmental_concern,polarized,polar_bears,138,111,0.0,764,complete,continuous,T2c_H_polarized_environmental_concern_2026-09-19_04-31-45
T2c_H_polarized_mitigation_first_policy,polarized,scopex_2017,136,118,0.0,727,complete,continuous,T2c_H_polarized_mitigation_first_policy_2026-09-19_04-31-35
T2c_H_polarized_mitigation_first_policy,polarized,chemtrails_gates_2018_2021,130,109,0.0,727,complete,continuous,T2c_H_polarized_mitigation_first_policy_2026-09-19_04-31-35
T2c_H_polarized_mitigation_first_policy,polarized,sai_geoengineering,75,67,0.0,727,complete,continuous,T2c_H_polarized_mitigation_first_policy_2026-09-19_04-31-35
T2c_H_polarized_mitigation_first_policy,polarized,paris_agreement,131,103,0.0049,727,complete,continuous,T2c_H_polarized_mitigation_first_policy_2026-09-19_04-31-35
T2c_H_polarized_mitigation_first_policy,polarized,climate_consensus,144,126,0.0,727,complete,continuous,T2c_H_polarized_mitigation_first_policy_2026-09-19_04-31-35
T2c_H_polarized_mitigation_first_policy,polarized,polar_bears,145,123,0.0,727,complete,continuous,T2c_H_polarized_mitigation_first_policy_2026-09-19_04-31-35
