runDir,experimentName,slice,arm,topology,rest,miScoringMode,articleId,status,llmCalls,nEvents,nScored,dead,meanMI,meanNodeMPR,maxMI,meanDiscreteMI,meanContinuousMI,meanDualGap,meanAgreement,kStarDiscrete,kStarContinuous,kStarCensoredDiscrete,hatchStatus,hatchNote
T2c_H_echo_chamber_biodiversity_food_security_2026-09-19_04-43-08,T2c_H_echo_chamber_biodiversity_food_security,T2c_H,H,echo_chamber,biodiversity_food_security,continuous,climate_consensus,complete,1076,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_linear_chain_conspiracy_depopulation_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_depopulation,T2d_H,H,linear_chain,conspiracy_depopulation,dual,paris_agreement,complete,90,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_linear_chain_conspiracy_depopulation_2026-09-19_02-49-25,T2d_H_linear_chain_conspiracy_depopulation,T2d_H,H,linear_chain,conspiracy_depopulation,dual,climate_consensus,complete,90,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_biodiversity_food_security_2026-09-19_04-25-13,T2d_H_polarized_biodiversity_food_security,T2d_H,H,polarized,biodiversity_food_security,dual,scopex_2017,complete,221,78,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_biodiversity_food_security_2026-09-19_04-25-13,T2d_H_polarized_biodiversity_food_security,T2d_H,H,polarized,biodiversity_food_security,dual,sai_geoengineering,complete,221,128,1,true,2,2,2,2,0,2,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_biodiversity_food_security_2026-09-19_04-25-13,T2d_H_polarized_biodiversity_food_security,T2d_H,H,polarized,biodiversity_food_security,dual,paris_agreement,complete,221,143,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_biodiversity_food_security_2026-09-19_04-25-13,T2d_H_polarized_biodiversity_food_security,T2d_H,H,polarized,biodiversity_food_security,dual,polar_bears,complete,221,91,1,true,2,2,2,2,0,2,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_climate_action_advocate_2026-09-19_04-30-42,T2d_H_polarized_climate_action_advocate,T2d_H,H,polarized,climate_action_advocate,dual,scopex_2017,complete,119,137,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_climate_action_advocate_2026-09-19_04-30-42,T2d_H_polarized_climate_action_advocate,T2d_H,H,polarized,climate_action_advocate,dual,chemtrails_gates_2018_2021,complete,119,141,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_climate_action_advocate_2026-09-19_04-30-42,T2d_H_polarized_climate_action_advocate,T2d_H,H,polarized,climate_action_advocate,dual,polar_bears,complete,119,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_climate_justice_youth_2026-09-19_04-30-59,T2d_H_polarized_climate_justice_youth,T2d_H,H,polarized,climate_justice_youth,dual,chemtrails_gates_2018_2021,complete,342,138,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_climate_justice_youth_2026-09-19_04-30-59,T2d_H_polarized_climate_justice_youth,T2d_H,H,polarized,climate_justice_youth,dual,polar_bears,complete,342,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_conspiracy_believer_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_believer,T2d_H,H,polarized,conspiracy_believer,dual,chemtrails_gates_2018_2021,complete,457,143,1,true,3,3,3,3,2,1,0.9129,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_climate_piggyback,T2d_H,H,polarized,conspiracy_climate_piggyback,dual,sai_geoengineering,complete,433,103,1,true,1,1,1,1,0,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_conspiracy_climate_piggyback_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_climate_piggyback,T2d_H,H,polarized,conspiracy_climate_piggyback,dual,climate_consensus,complete,433,142,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_conspiracy_depopulation_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_depopulation,T2d_H,H,polarized,conspiracy_depopulation,dual,chemtrails_gates_2018_2021,complete,582,3,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_conspiracy_haarp_weather_2026-09-19_04-17-42,T2d_H_polarized_conspiracy_haarp_weather,T2d_H,H,polarized,conspiracy_haarp_weather,dual,polar_bears,complete,494,109,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_polarized_mitigation_first_policy_2026-09-19_04-32-04,T2d_H_polarized_mitigation_first_policy,T2d_H,H,polarized,mitigation_first_policy,dual,scopex_2017,complete,1193,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_biodiversity_food_security_2026-09-19_03-35-36,T2d_H_random_er_biodiversity_food_security,T2d_H,H,random_er,biodiversity_food_security,dual,scopex_2017,complete,1468,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_biodiversity_food_security_2026-09-19_03-35-36,T2d_H_random_er_biodiversity_food_security,T2d_H,H,random_er,biodiversity_food_security,dual,sai_geoengineering,complete,1468,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_climate_action_advocate_2026-09-19_03-08-33,T2d_H_random_er_climate_action_advocate,T2d_H,H,random_er,climate_action_advocate,dual,scopex_2017,complete,1395,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_climate_action_advocate_2026-09-19_03-08-33,T2d_H_random_er_climate_action_advocate,T2d_H,H,random_er,climate_action_advocate,dual,climate_consensus,complete,1395,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_conspiracy_believer_2026-09-19_02-59-49,T2d_H_random_er_conspiracy_believer,T2d_H,H,random_er,conspiracy_believer,dual,paris_agreement,complete,998,2,1,true,5,5,5,5,3.5,1.5,,1,1,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_conspiracy_believer_2026-09-19_02-59-49,T2d_H_random_er_conspiracy_believer,T2d_H,H,random_er,conspiracy_believer,dual,polar_bears,complete,998,2,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-01-49,T2d_H_random_er_conspiracy_climate_piggyback,T2d_H,H,random_er,conspiracy_climate_piggyback,dual,paris_agreement,complete,531,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-01-49,T2d_H_random_er_conspiracy_climate_piggyback,T2d_H,H,random_er,conspiracy_climate_piggyback,dual,climate_consensus,complete,531,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_conspiracy_depopulation_2026-09-19_03-01-29,T2d_H_random_er_conspiracy_depopulation,T2d_H,H,random_er,conspiracy_depopulation,dual,polar_bears,complete,1564,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-53,T2d_H_random_er_conspiracy_haarp_weather,T2d_H,H,random_er,conspiracy_haarp_weather,dual,polar_bears,complete,1735,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_environmental_concern_2026-09-19_03-21-07,T2d_H_random_er_environmental_concern,T2d_H,H,random_er,environmental_concern,dual,paris_agreement,complete,1037,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_environmental_concern_2026-09-19_03-21-07,T2d_H_random_er_environmental_concern,T2d_H,H,random_er,environmental_concern,dual,climate_consensus,complete,1037,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-25-53,T2d_H_random_er_ozone_stratosphere_specialist,T2d_H,H,random_er,ozone_stratosphere_specialist,dual,scopex_2017,complete,923,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-25-53,T2d_H_random_er_ozone_stratosphere_specialist,T2d_H,H,random_er,ozone_stratosphere_specialist,dual,sai_geoengineering,complete,923,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-25-53,T2d_H_random_er_ozone_stratosphere_specialist,T2d_H,H,random_er,ozone_stratosphere_specialist,dual,paris_agreement,complete,923,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_random_er_science_journalist_2026-09-19_03-41-01,T2d_H_random_er_science_journalist,T2d_H,H,random_er,science_journalist,dual,scopex_2017,complete,1081,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_biodiversity_food_security_2026-09-19_02-58-23,T2d_H_ring_biodiversity_food_security,T2d_H,H,ring,biodiversity_food_security,dual,scopex_2017,complete,93,2,1,true,1,1,1,1,0,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_climate_action_advocate_2026-09-19_02-56-28,T2d_H_ring_climate_action_advocate,T2d_H,H,ring,climate_action_advocate,dual,scopex_2017,complete,101,2,1,true,1,1,1,1,0,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_climate_action_advocate_2026-09-19_02-56-28,T2d_H_ring_climate_action_advocate,T2d_H,H,ring,climate_action_advocate,dual,paris_agreement,complete,101,2,1,true,0,0,0,0,1,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_climate_scientist_2026-09-19_02-59-25,T2d_H_ring_climate_scientist,T2d_H,H,ring,climate_scientist,dual,sai_geoengineering,complete,103,2,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_conspiracy_believer_2026-09-19_02-55-05,T2d_H_ring_conspiracy_believer,T2d_H,H,ring,conspiracy_believer,dual,chemtrails_gates_2018_2021,complete,76,2,1,true,4,4,4,4,3,1,1,1,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_conspiracy_believer_2026-09-19_02-55-05,T2d_H_ring_conspiracy_believer,T2d_H,H,ring,conspiracy_believer,dual,sai_geoengineering,complete,76,2,1,true,2,2,2,2,0,2,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_conspiracy_believer_2026-09-19_02-55-05,T2d_H_ring_conspiracy_believer,T2d_H,H,ring,conspiracy_believer,dual,paris_agreement,complete,76,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_conspiracy_climate_piggyback_2026-09-19_02-56-03,T2d_H_ring_conspiracy_climate_piggyback,T2d_H,H,ring,conspiracy_climate_piggyback,dual,scopex_2017,complete,120,2,1,true,3,3,3,3,0,3,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_conspiracy_depopulation_2026-09-19_02-56-00,T2d_H_ring_conspiracy_depopulation,T2d_H,H,ring,conspiracy_depopulation,dual,scopex_2017,complete,90,2,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_conspiracy_haarp_weather_2026-09-19_02-55-11,T2d_H_ring_conspiracy_haarp_weather,T2d_H,H,ring,conspiracy_haarp_weather,dual,scopex_2017,complete,114,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_ring_ozone_stratosphere_specialist_2026-09-19_02-58-05,T2d_H_ring_ozone_stratosphere_specialist,T2d_H,H,ring,ozone_stratosphere_specialist,dual,paris_agreement,complete,118,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_biodiversity_food_security_2026-09-19_04-32-52,T2d_H_scale_free_biodiversity_food_security,T2d_H,H,scale_free,biodiversity_food_security,dual,paris_agreement,complete,1915,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_climate_scientist_2026-09-19_04-45-00,T2d_H_scale_free_climate_scientist,T2d_H,H,scale_free,climate_scientist,dual,scopex_2017,complete,1490,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_climate_scientist_2026-09-19_04-45-00,T2d_H_scale_free_climate_scientist,T2d_H,H,scale_free,climate_scientist,dual,chemtrails_gates_2018_2021,complete,1490,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_conspiracy_believer_2026-09-19_03-35-37,T2d_H_scale_free_conspiracy_believer,T2d_H,H,scale_free,conspiracy_believer,dual,sai_geoengineering,complete,1617,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_conspiracy_believer_2026-09-19_03-35-37,T2d_H_scale_free_conspiracy_believer,T2d_H,H,scale_free,conspiracy_believer,dual,paris_agreement,complete,1617,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38,T2d_H_scale_free_conspiracy_depopulation,T2d_H,H,scale_free,conspiracy_depopulation,dual,scopex_2017,complete,1622,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-37,T2d_H_scale_free_conspiracy_haarp_weather,T2d_H,H,scale_free,conspiracy_haarp_weather,dual,sai_geoengineering,complete,1793,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_environmental_concern_2026-09-19_04-25-49,T2d_H_scale_free_environmental_concern,T2d_H,H,scale_free,environmental_concern,dual,sai_geoengineering,complete,167,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_environmental_concern_2026-09-19_04-25-49,T2d_H_scale_free_environmental_concern,T2d_H,H,scale_free,environmental_concern,dual,paris_agreement,complete,167,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_environmental_concern_2026-09-19_04-25-49,T2d_H_scale_free_environmental_concern,T2d_H,H,scale_free,environmental_concern,dual,climate_consensus,complete,167,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-26-57,T2d_H_scale_free_ozone_stratosphere_specialist,T2d_H,H,scale_free,ozone_stratosphere_specialist,dual,sai_geoengineering,complete,206,181,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-26-57,T2d_H_scale_free_ozone_stratosphere_specialist,T2d_H,H,scale_free,ozone_stratosphere_specialist,dual,paris_agreement,complete,206,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-26-57,T2d_H_scale_free_ozone_stratosphere_specialist,T2d_H,H,scale_free,ozone_stratosphere_specialist,dual,climate_consensus,complete,206,179,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_science_journalist_2026-09-19_04-42-29,T2d_H_scale_free_science_journalist,T2d_H,H,scale_free,science_journalist,dual,chemtrails_gates_2018_2021,complete,1176,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_science_journalist_2026-09-19_04-42-29,T2d_H_scale_free_science_journalist,T2d_H,H,scale_free,science_journalist,dual,paris_agreement,complete,1176,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_scale_free_science_journalist_2026-09-19_04-42-29,T2d_H_scale_free_science_journalist,T2d_H,H,scale_free,science_journalist,dual,climate_consensus,complete,1176,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_biodiversity_food_security_2026-09-19_04-26-39,T2d_H_small_world_biodiversity_food_security,T2d_H,H,small_world,biodiversity_food_security,dual,climate_consensus,complete,408,169,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_climate_action_advocate_2026-09-19_03-58-13,T2d_H_small_world_climate_action_advocate,T2d_H,H,small_world,climate_action_advocate,dual,climate_consensus,complete,1952,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_conspiracy_climate_piggyback_2026-09-19_03-35-38,T2d_H_small_world_conspiracy_climate_piggyback,T2d_H,H,small_world,conspiracy_climate_piggyback,dual,paris_agreement,complete,1481,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_conspiracy_depopulation_2026-09-19_03-35-37,T2d_H_small_world_conspiracy_depopulation,T2d_H,H,small_world,conspiracy_depopulation,dual,scopex_2017,complete,1537,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_conspiracy_depopulation_2026-09-19_03-35-37,T2d_H_small_world_conspiracy_depopulation,T2d_H,H,small_world,conspiracy_depopulation,dual,climate_consensus,complete,1537,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_environmental_concern_2026-09-19_04-19-41,T2d_H_small_world_environmental_concern,T2d_H,H,small_world,environmental_concern,dual,scopex_2017,complete,333,173,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_environmental_concern_2026-09-19_04-19-41,T2d_H_small_world_environmental_concern,T2d_H,H,small_world,environmental_concern,dual,sai_geoengineering,complete,333,173,1,true,1,1,1,1,0,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_environmental_concern_2026-09-19_04-19-41,T2d_H_small_world_environmental_concern,T2d_H,H,small_world,environmental_concern,dual,paris_agreement,complete,333,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_environmental_concern_2026-09-19_04-19-41,T2d_H_small_world_environmental_concern,T2d_H,H,small_world,environmental_concern,dual,climate_consensus,complete,333,160,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_environmental_concern_2026-09-19_04-19-41,T2d_H_small_world_environmental_concern,T2d_H,H,small_world,environmental_concern,dual,polar_bears,complete,333,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_mitigation_first_policy_2026-09-19_04-00-25,T2d_H_small_world_mitigation_first_policy,T2d_H,H,small_world,mitigation_first_policy,dual,sai_geoengineering,complete,2014,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-21-34,T2d_H_small_world_ozone_stratosphere_specialist,T2d_H,H,small_world,ozone_stratosphere_specialist,dual,polar_bears,complete,380,176,1,true,2,2,2,2,0,2,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_H_small_world_science_journalist_2026-09-19_04-31-18,T2d_H_small_world_science_journalist,T2d_H,H,small_world,science_journalist,dual,polar_bears,complete,1537,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_echo_chamber_mix_00_2026-09-19_04-17-36,T2d_He_echo_chamber_mix_00,T2d_He,He,echo_chamber,mix_00,dual,sai_geoengineering,complete,482,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_echo_chamber_mix_01_2026-09-19_04-20-32,T2d_He_echo_chamber_mix_01,T2d_He,He,echo_chamber,mix_01,dual,paris_agreement,complete,351,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_echo_chamber_mix_01_2026-09-19_04-20-32,T2d_He_echo_chamber_mix_01,T2d_He,He,echo_chamber,mix_01,dual,polar_bears,complete,351,150,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_echo_chamber_mix_02_2026-09-19_04-13-27,T2d_He_echo_chamber_mix_02,T2d_He,He,echo_chamber,mix_02,dual,sai_geoengineering,complete,1107,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_echo_chamber_mix_04_2026-09-19_04-30-50,T2d_He_echo_chamber_mix_04,T2d_He,He,echo_chamber,mix_04,dual,polar_bears,complete,374,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_echo_chamber_mix_05_2026-09-19_04-30-13,T2d_He_echo_chamber_mix_05,T2d_He,He,echo_chamber,mix_05,dual,paris_agreement,complete,121,159,1,true,1,1,1,1,0,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_00_2026-09-19_04-17-53,T2d_He_hierarchical_mix_00,T2d_He,He,hierarchical,mix_00,dual,paris_agreement,complete,44,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_01_2026-09-19_04-17-53,T2d_He_hierarchical_mix_01,T2d_He,He,hierarchical,mix_01,dual,scopex_2017,complete,79,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_01_2026-09-19_04-17-53,T2d_He_hierarchical_mix_01,T2d_He,He,hierarchical,mix_01,dual,chemtrails_gates_2018_2021,complete,79,4,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_02_2026-09-19_04-17-53,T2d_He_hierarchical_mix_02,T2d_He,He,hierarchical,mix_02,dual,climate_consensus,complete,256,1,0,true,,,,,,,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_03_2026-09-19_04-17-53,T2d_He_hierarchical_mix_03,T2d_He,He,hierarchical,mix_03,dual,scopex_2017,complete,86,4,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_03_2026-09-19_04-17-53,T2d_He_hierarchical_mix_03,T2d_He,He,hierarchical,mix_03,dual,sai_geoengineering,complete,86,4,1,true,1,1,1,1,0,1,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
T2d_He_hierarchical_mix_04_2026-09-19_04-18-25,T2d_He_hierarchical_mix_04,T2d_He,He,hierarchical,mix_04,dual,chemtrails_gates_2018_2021,complete,60,4,1,true,0,0,0,0,0,0,,,,false,hatched_dead_after_llm,nScored <= 1 but llmCalls>0; keep the row; do not drop; do not read as mix immunises
