runDir,experimentName,slice,arm,topology,rest,scoringMode,startHourUtc,status,stateStatus,runs,llm_calls,http_errors,expected_attempts,attempt_accounting_delta,reinterpret_events,identity_rewrite_fallbacks,audit_eligible_events,scored_events,unscored_eligible_events,auditor_request_failures_derived,rewrite_caught_failures,auditor_caught_failed_events,logged_http_429,logged_other_http,logged_timeouts,logged_transport_errors,parse_fallbacks,schema_anomalies,aborted_selected_runs,raw_archive_state_drift,log_section_found
T2d_H_random_er_climate_action_advocate_2026-09-19_03-08-33,T2d_H_random_er_climate_action_advocate,T2d_H,H,random_er,climate_action_advocate,dual,2026-09-19T03:00Z,complete,complete,1,1395,0,1395,0,315,0,540,540,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_climate_justice_youth_2026-09-19_03-14-49,T2d_H_random_er_climate_justice_youth,T2d_H,H,random_er,climate_justice_youth,dual,2026-09-19T03:00Z,complete,complete,1,2123,0,2123,0,499,1,812,812,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_climate_scientist_2026-09-19_03-37-35,T2d_H_random_er_climate_scientist,T2d_H,H,random_er,climate_scientist,dual,2026-09-19T03:00Z,complete,complete,1,1235,579,1814,0,406,0,704,381,323,,0,323,323,0,0,0,0,0,0,0,1
T2d_H_random_er_conspiracy_believer_2026-09-19_02-59-49,T2d_H_random_er_conspiracy_believer,T2d_H,H,random_er,conspiracy_believer,dual,2026-09-19T02:00Z,complete,complete,1,998,0,998,0,238,42,380,380,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_conspiracy_climate_piggyback_2026-09-19_03-01-49,T2d_H_random_er_conspiracy_climate_piggyback,T2d_H,H,random_er,conspiracy_climate_piggyback,dual,2026-09-19T03:00Z,complete,complete,1,531,0,531,0,113,0,209,209,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_conspiracy_depopulation_2026-09-19_03-01-29,T2d_H_random_er_conspiracy_depopulation,T2d_H,H,random_er,conspiracy_depopulation,dual,2026-09-19T03:00Z,complete,complete,1,1564,0,1564,0,344,0,610,610,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_conspiracy_haarp_weather_2026-09-19_02-59-53,T2d_H_random_er_conspiracy_haarp_weather,T2d_H,H,random_er,conspiracy_haarp_weather,dual,2026-09-19T02:00Z,complete,complete,1,1735,0,1735,0,381,0,677,677,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_environmental_concern_2026-09-19_03-21-07,T2d_H_random_er_environmental_concern,T2d_H,H,random_er,environmental_concern,dual,2026-09-19T03:00Z,complete,complete,1,1037,0,1037,0,249,0,394,394,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_mitigation_first_policy_2026-09-19_03-20-54,T2d_H_random_er_mitigation_first_policy,T2d_H,H,random_er,mitigation_first_policy,dual,2026-09-19T03:00Z,complete,complete,1,1816,0,1816,0,420,0,698,698,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_ozone_stratosphere_specialist_2026-09-19_03-25-53,T2d_H_random_er_ozone_stratosphere_specialist,T2d_H,H,random_er,ozone_stratosphere_specialist,dual,2026-09-19T03:00Z,complete,complete,1,923,0,923,0,213,0,355,355,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_random_er_science_journalist_2026-09-19_03-41-01,T2d_H_random_er_science_journalist,T2d_H,H,random_er,science_journalist,dual,2026-09-19T03:00Z,complete,complete,1,1081,591,1672,0,382,0,645,313,332,,0,332,332,0,0,0,0,0,0,0,1
T2d_H_ring_biodiversity_food_security_2026-09-19_02-58-23,T2d_H_ring_biodiversity_food_security,T2d_H,H,ring,biodiversity_food_security,dual,2026-09-19T02:00Z,complete,complete,1,93,0,93,0,29,0,32,32,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_climate_action_advocate_2026-09-19_02-56-28,T2d_H_ring_climate_action_advocate,T2d_H,H,ring,climate_action_advocate,dual,2026-09-19T02:00Z,complete,complete,1,101,0,101,0,33,0,34,34,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_climate_justice_youth_2026-09-19_02-56-57,T2d_H_ring_climate_justice_youth,T2d_H,H,ring,climate_justice_youth,dual,2026-09-19T02:00Z,complete,complete,1,102,0,102,0,30,1,36,36,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_climate_scientist_2026-09-19_02-59-25,T2d_H_ring_climate_scientist,T2d_H,H,ring,climate_scientist,dual,2026-09-19T02:00Z,complete,complete,1,103,0,103,0,33,0,35,35,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_conspiracy_believer_2026-09-19_02-55-05,T2d_H_ring_conspiracy_believer,T2d_H,H,ring,conspiracy_believer,dual,2026-09-19T02:00Z,complete,complete,1,76,0,76,0,24,3,26,26,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_conspiracy_climate_piggyback_2026-09-19_02-56-03,T2d_H_ring_conspiracy_climate_piggyback,T2d_H,H,ring,conspiracy_climate_piggyback,dual,2026-09-19T02:00Z,complete,complete,1,120,0,120,0,38,1,41,41,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_conspiracy_depopulation_2026-09-19_02-56-00,T2d_H_ring_conspiracy_depopulation,T2d_H,H,ring,conspiracy_depopulation,dual,2026-09-19T02:00Z,complete,complete,1,90,0,90,0,28,0,31,31,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_conspiracy_haarp_weather_2026-09-19_02-55-11,T2d_H_ring_conspiracy_haarp_weather,T2d_H,H,ring,conspiracy_haarp_weather,dual,2026-09-19T02:00Z,complete,complete,1,114,0,114,0,34,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_environmental_concern_2026-09-19_02-58-00,T2d_H_ring_environmental_concern,T2d_H,H,ring,environmental_concern,dual,2026-09-19T02:00Z,complete,complete,1,122,0,122,0,36,0,43,43,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_mitigation_first_policy_2026-09-19_02-57-25,T2d_H_ring_mitigation_first_policy,T2d_H,H,ring,mitigation_first_policy,dual,2026-09-19T02:00Z,complete,complete,1,140,0,140,0,44,0,48,48,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_ozone_stratosphere_specialist_2026-09-19_02-58-05,T2d_H_ring_ozone_stratosphere_specialist,T2d_H,H,ring,ozone_stratosphere_specialist,dual,2026-09-19T02:00Z,complete,complete,1,118,0,118,0,38,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_ring_science_journalist_2026-09-19_02-59-47,T2d_H_ring_science_journalist,T2d_H,H,ring,science_journalist,dual,2026-09-19T02:00Z,complete,complete,1,118,0,118,0,36,0,41,41,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_scale_free_biodiversity_food_security_2026-09-19_04-43-08,T2d_H_scale_free_biodiversity_food_security,T2d_H,H,scale_free,biodiversity_food_security,dual,2026-09-19T04:00Z,running,in_progress,1,0,0,2374,2374,532,0,921,786,135,,0,0,0,0,0,0,0,0,0,1,1
T2d_H_scale_free_climate_action_advocate_2026-09-19_03-57-44,T2d_H_scale_free_climate_action_advocate,T2d_H,H,scale_free,climate_action_advocate,dual,2026-09-19T03:00Z,complete,complete,1,2243,59,2302,0,520,59,891,891,0,,59,0,59,0,0,0,0,0,0,0,1
T2d_H_scale_free_climate_justice_youth_2026-09-19_03-57-55,T2d_H_scale_free_climate_justice_youth,T2d_H,H,scale_free,climate_justice_youth,dual,2026-09-19T03:00Z,complete,complete,1,2326,18,2345,1,547,19,899,899,0,,19,0,18,0,0,1,0,0,0,0,1
T2d_H_scale_free_climate_scientist_2026-09-19_04-45-00,T2d_H_scale_free_climate_scientist,T2d_H,H,scale_free,climate_scientist,dual,2026-09-19T04:00Z,complete,complete,1,1490,0,1490,0,334,0,578,578,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_scale_free_conspiracy_believer_2026-09-19_03-35-37,T2d_H_scale_free_conspiracy_believer,T2d_H,H,scale_free,conspiracy_believer,dual,2026-09-19T03:00Z,complete,complete,1,1617,0,1617,0,379,40,619,619,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_scale_free_conspiracy_climate_piggyback_2026-09-19_03-57-24,T2d_H_scale_free_conspiracy_climate_piggyback,T2d_H,H,scale_free,conspiracy_climate_piggyback,dual,2026-09-19T03:00Z,complete,complete,1,2236,53,2289,0,521,59,884,884,0,,53,0,53,0,0,0,0,0,0,0,1
T2d_H_scale_free_conspiracy_depopulation_2026-09-19_03-35-38,T2d_H_scale_free_conspiracy_depopulation,T2d_H,H,scale_free,conspiracy_depopulation,dual,2026-09-19T03:00Z,complete,complete,1,1622,301,1925,2,445,2,740,573,167,,0,167,167,0,0,0,0,0,0,0,1
T2d_H_scale_free_conspiracy_haarp_weather_2026-09-19_03-35-37,T2d_H_scale_free_conspiracy_haarp_weather,T2d_H,H,scale_free,conspiracy_haarp_weather,dual,2026-09-19T03:00Z,complete,complete,1,1793,176,1969,0,445,1,762,667,95,,0,95,95,0,0,0,0,0,0,0,1
T2d_H_scale_free_environmental_concern_2026-09-19_04-25-49,T2d_H_scale_free_environmental_concern,T2d_H,H,scale_free,environmental_concern,dual,2026-09-19T04:00Z,complete,complete,1,167,962,1131,2,253,140,439,11,428,,140,428,568,0,0,0,0,0,0,0,1
T2d_H_scale_free_mitigation_first_policy_2026-09-19_04-31-40,T2d_H_scale_free_mitigation_first_policy,T2d_H,H,scale_free,mitigation_first_policy,dual,2026-09-19T04:00Z,complete,complete,1,1857,301,2158,0,504,301,827,827,0,,301,587,888,0,0,0,0,0,0,0,1
T2d_H_scale_free_ozone_stratosphere_specialist_2026-09-19_04-26-57,T2d_H_scale_free_ozone_stratosphere_specialist,T2d_H,H,scale_free,ozone_stratosphere_specialist,dual,2026-09-19T04:00Z,complete,complete,1,206,1777,1984,1,426,327,779,18,761,,327,761,1088,0,0,0,0,0,0,0,1
T2d_H_scale_free_science_journalist_2026-09-19_04-42-29,T2d_H_scale_free_science_journalist,T2d_H,H,scale_free,science_journalist,dual,2026-09-19T04:00Z,complete,complete,1,1176,0,1176,0,270,0,453,453,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_small_world_biodiversity_food_security_2026-09-19_04-26-39,T2d_H_small_world_biodiversity_food_security,T2d_H,H,small_world,biodiversity_food_security,dual,2026-09-19T04:00Z,complete,complete,1,408,1912,2320,0,544,424,888,101,787,,582,1387,1969,0,0,0,0,0,0,0,1
T2d_H_small_world_climate_action_advocate_2026-09-19_03-58-13,T2d_H_small_world_climate_action_advocate,T2d_H,H,small_world,climate_action_advocate,dual,2026-09-19T03:00Z,complete,complete,1,1952,0,1952,0,440,0,756,756,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_small_world_climate_justice_youth_2026-09-19_03-58-03,T2d_H_small_world_climate_justice_youth,T2d_H,H,small_world,climate_justice_youth,dual,2026-09-19T03:00Z,complete,complete,1,2375,8,2383,0,533,8,925,925,0,,8,0,8,0,0,0,0,0,0,0,1
T2d_H_small_world_climate_scientist_2026-09-19_04-26-13,T2d_H_small_world_climate_scientist,T2d_H,H,small_world,climate_scientist,dual,2026-09-19T04:00Z,complete,complete,1,575,1824,2399,0,547,422,926,186,740,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_small_world_conspiracy_believer_2026-09-19_03-35-37,T2d_H_small_world_conspiracy_believer,T2d_H,H,small_world,conspiracy_believer,dual,2026-09-19T03:00Z,complete,complete,1,1719,611,2330,0,522,37,904,558,346,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_small_world_conspiracy_climate_piggyback_2026-09-19_03-35-38,T2d_H_small_world_conspiracy_climate_piggyback,T2d_H,H,small_world,conspiracy_climate_piggyback,dual,2026-09-19T03:00Z,complete,complete,1,1481,480,1962,1,476,8,743,478,265,,0,265,265,0,0,0,0,0,0,0,1
T2d_H_small_world_conspiracy_depopulation_2026-09-19_03-35-37,T2d_H_small_world_conspiracy_depopulation,T2d_H,H,small_world,conspiracy_depopulation,dual,2026-09-19T03:00Z,complete,complete,1,1537,0,1537,0,355,0,591,591,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_small_world_conspiracy_haarp_weather_2026-09-19_03-52-51,T2d_H_small_world_conspiracy_haarp_weather,T2d_H,H,small_world,conspiracy_haarp_weather,dual,2026-09-19T03:00Z,complete,complete,1,2214,43,2257,0,503,44,877,877,0,,43,336,379,0,0,0,0,0,0,0,1
T2d_H_small_world_environmental_concern_2026-09-19_04-19-41,T2d_H_small_world_environmental_concern,T2d_H,H,small_world,environmental_concern,dual,2026-09-19T04:00Z,complete,complete,1,333,1214,1548,1,358,89,595,8,587,,89,857,946,0,0,0,0,0,0,0,1
T2d_H_small_world_mitigation_first_policy_2026-09-19_04-00-25,T2d_H_small_world_mitigation_first_policy,T2d_H,H,small_world,mitigation_first_policy,dual,2026-09-19T04:00Z,complete,complete,1,2014,0,2014,0,462,0,776,776,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_H_small_world_ozone_stratosphere_specialist_2026-09-19_04-21-34,T2d_H_small_world_ozone_stratosphere_specialist,T2d_H,H,small_world,ozone_stratosphere_specialist,dual,2026-09-19T04:00Z,complete,complete,1,380,1968,2349,1,553,307,898,18,880,,307,1382,1689,0,0,0,0,0,0,0,1
T2d_H_small_world_science_journalist_2026-09-19_04-31-18,T2d_H_small_world_science_journalist,T2d_H,H,small_world,science_journalist,dual,2026-09-19T04:00Z,complete,complete,1,1537,373,1910,0,420,373,745,745,0,,607,346,953,0,0,0,0,0,0,0,1
T2d_He_echo_chamber_mix_00_2026-09-19_04-17-36,T2d_He_echo_chamber_mix_00,T2d_He,He,echo_chamber,mix_00,dual,2026-09-19T04:00Z,complete,complete,1,482,1045,1528,1,360,12,584,26,558,,6,979,985,0,0,0,0,0,0,0,1
T2d_He_echo_chamber_mix_01_2026-09-19_04-20-32,T2d_He_echo_chamber_mix_01,T2d_He,He,echo_chamber,mix_01,dual,2026-09-19T04:00Z,complete,complete,1,351,1017,1371,3,315,46,528,17,511,,45,750,795,0,0,0,0,0,0,0,1
T2d_He_echo_chamber_mix_02_2026-09-19_04-13-27,T2d_He_echo_chamber_mix_02,T2d_He,He,echo_chamber,mix_02,dual,2026-09-19T04:00Z,complete,complete,1,1107,406,1514,1,344,0,585,357,228,,0,228,228,0,0,0,0,0,0,0,1
T2d_He_echo_chamber_mix_03_2026-09-19_04-13-27,T2d_He_echo_chamber_mix_03,T2d_He,He,echo_chamber,mix_03,dual,2026-09-19T04:00Z,complete,complete,1,1054,690,1745,1,381,11,682,305,377,,0,377,377,0,0,0,0,0,0,0,1
T2d_He_echo_chamber_mix_04_2026-09-19_04-30-50,T2d_He_echo_chamber_mix_04,T2d_He,He,echo_chamber,mix_04,dual,2026-09-19T04:00Z,complete,complete,1,374,1150,1524,0,354,334,585,157,428,,466,983,1449,0,0,0,0,0,0,0,1
T2d_He_echo_chamber_mix_05_2026-09-19_04-30-13,T2d_He_echo_chamber_mix_05,T2d_He,He,echo_chamber,mix_05,dual,2026-09-19T04:00Z,complete,complete,1,121,1725,1847,1,427,408,710,19,691,,211,0,211,0,0,0,0,0,0,0,1
T2d_He_hierarchical_mix_00_2026-09-19_04-17-53,T2d_He_hierarchical_mix_00,T2d_He,He,hierarchical,mix_00,dual,2026-09-19T04:00Z,complete,complete,1,44,0,44,0,8,0,18,18,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_hierarchical_mix_01_2026-09-19_04-17-53,T2d_He_hierarchical_mix_01,T2d_He,He,hierarchical,mix_01,dual,2026-09-19T04:00Z,complete,complete,1,79,0,79,0,17,0,31,31,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_hierarchical_mix_02_2026-09-19_04-17-53,T2d_He_hierarchical_mix_02,T2d_He,He,hierarchical,mix_02,dual,2026-09-19T04:00Z,complete,complete,1,256,0,256,0,60,0,98,98,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_hierarchical_mix_03_2026-09-19_04-17-53,T2d_He_hierarchical_mix_03,T2d_He,He,hierarchical,mix_03,dual,2026-09-19T04:00Z,complete,complete,1,86,0,86,0,22,1,32,32,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_hierarchical_mix_04_2026-09-19_04-18-25,T2d_He_hierarchical_mix_04,T2d_He,He,hierarchical,mix_04,dual,2026-09-19T04:00Z,complete,complete,1,60,0,60,0,12,0,24,24,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_hierarchical_mix_05_2026-09-19_04-18-58,T2d_He_hierarchical_mix_05,T2d_He,He,hierarchical,mix_05,dual,2026-09-19T04:00Z,complete,complete,1,112,0,112,0,22,0,45,45,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_linear_chain_mix_00_2026-09-19_02-49-25,T2d_He_linear_chain_mix_00,T2d_He,He,linear_chain,mix_00,dual,2026-09-19T02:00Z,complete,complete,1,99,0,99,0,29,0,35,35,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_linear_chain_mix_01_2026-09-19_02-49-25,T2d_He_linear_chain_mix_01,T2d_He,He,linear_chain,mix_01,dual,2026-09-19T02:00Z,complete,complete,1,135,0,135,0,43,0,46,46,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_linear_chain_mix_02_2026-09-19_02-49-25,T2d_He_linear_chain_mix_02,T2d_He,He,linear_chain,mix_02,dual,2026-09-19T02:00Z,complete,complete,1,133,0,133,0,43,0,45,45,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_linear_chain_mix_03_2026-09-19_02-49-25,T2d_He_linear_chain_mix_03,T2d_He,He,linear_chain,mix_03,dual,2026-09-19T02:00Z,complete,complete,1,118,0,118,0,38,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_linear_chain_mix_04_2026-09-19_02-51-04,T2d_He_linear_chain_mix_04,T2d_He,He,linear_chain,mix_04,dual,2026-09-19T02:00Z,complete,complete,1,107,0,107,0,33,0,37,37,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_linear_chain_mix_05_2026-09-19_02-51-37,T2d_He_linear_chain_mix_05,T2d_He,He,linear_chain,mix_05,dual,2026-09-19T02:00Z,complete,complete,1,132,0,132,0,40,0,46,46,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_polarized_mix_00_2026-09-19_04-17-42,T2d_He_polarized_mix_00,T2d_He,He,polarized,mix_00,dual,2026-09-19T04:00Z,complete,complete,1,793,421,1215,1,267,0,474,246,228,,0,228,228,0,0,0,0,0,0,0,1
T2d_He_polarized_mix_01_2026-09-19_04-17-42,T2d_He_polarized_mix_01,T2d_He,He,polarized,mix_01,dual,2026-09-19T04:00Z,complete,complete,1,689,556,1246,1,296,0,475,163,312,,0,312,312,0,0,0,0,0,0,0,1
T2d_He_polarized_mix_02_2026-09-19_04-30-58,T2d_He_polarized_mix_02,T2d_He,He,polarized,mix_02,dual,2026-09-19T04:00Z,complete,complete,1,62,720,783,1,173,166,305,9,296,,166,647,813,0,0,0,0,0,0,0,1
T2d_He_polarized_mix_03_2026-09-19_04-17-42,T2d_He_polarized_mix_03,T2d_He,He,polarized,mix_03,dual,2026-09-19T04:00Z,complete,complete,1,515,953,1472,4,340,1,566,57,509,,0,509,509,0,0,0,0,0,0,0,1
T2d_He_polarized_mix_04_2026-09-19_04-31-09,T2d_He_polarized_mix_04,T2d_He,He,polarized,mix_04,dual,2026-09-19T04:00Z,complete,complete,1,446,1022,1468,0,340,325,564,197,367,,364,962,1326,0,0,0,0,0,0,0,1
T2d_He_polarized_mix_05_2026-09-19_04-32-03,T2d_He_polarized_mix_05,T2d_He,He,polarized,mix_05,dual,2026-09-19T04:00Z,complete,complete,1,1482,224,1706,0,360,225,673,673,0,,224,99,323,0,0,0,0,0,0,0,1
T2d_He_random_er_mix_00_2026-09-19_02-54-27,T2d_He_random_er_mix_00,T2d_He,He,random_er,mix_00,dual,2026-09-19T02:00Z,complete,complete,1,1470,0,1470,0,340,0,565,565,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_random_er_mix_01_2026-09-19_02-55-24,T2d_He_random_er_mix_01,T2d_He,He,random_er,mix_01,dual,2026-09-19T02:00Z,complete,complete,1,2126,0,2126,0,488,0,819,819,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_random_er_mix_02_2026-09-19_02-55-34,T2d_He_random_er_mix_02,T2d_He,He,random_er,mix_02,dual,2026-09-19T02:00Z,complete,complete,1,1400,0,1400,0,320,0,540,540,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_random_er_mix_03_2026-09-19_02-55-43,T2d_He_random_er_mix_03,T2d_He,He,random_er,mix_03,dual,2026-09-19T02:00Z,complete,complete,1,1104,0,1104,0,252,0,426,426,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_random_er_mix_04_2026-09-19_03-10-20,T2d_He_random_er_mix_04,T2d_He,He,random_er,mix_04,dual,2026-09-19T03:00Z,complete,complete,1,1838,0,1838,0,416,0,711,711,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_random_er_mix_05_2026-09-19_03-13-24,T2d_He_random_er_mix_05,T2d_He,He,random_er,mix_05,dual,2026-09-19T03:00Z,complete,complete,1,1520,0,1520,0,352,1,584,584,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_ring_mix_00_2026-09-19_02-51-38,T2d_He_ring_mix_00,T2d_He,He,ring,mix_00,dual,2026-09-19T02:00Z,complete,complete,1,118,0,118,0,36,0,41,41,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_ring_mix_01_2026-09-19_02-51-42,T2d_He_ring_mix_01,T2d_He,He,ring,mix_01,dual,2026-09-19T02:00Z,complete,complete,1,139,0,139,0,43,0,48,48,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_ring_mix_02_2026-09-19_02-52-47,T2d_He_ring_mix_02,T2d_He,He,ring,mix_02,dual,2026-09-19T02:00Z,complete,complete,1,104,0,104,0,32,0,36,36,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_ring_mix_03_2026-09-19_02-53-37,T2d_He_ring_mix_03,T2d_He,He,ring,mix_03,dual,2026-09-19T02:00Z,complete,complete,1,118,0,118,0,38,0,40,40,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_ring_mix_04_2026-09-19_02-53-38,T2d_He_ring_mix_04,T2d_He,He,ring,mix_04,dual,2026-09-19T02:00Z,complete,complete,1,121,0,121,0,37,0,42,42,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_ring_mix_05_2026-09-19_02-53-59,T2d_He_ring_mix_05,T2d_He,He,ring,mix_05,dual,2026-09-19T02:00Z,complete,complete,1,85,0,85,0,27,0,29,29,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_scale_free_mix_00_2026-09-19_03-51-44,T2d_He_scale_free_mix_00,T2d_He,He,scale_free,mix_00,dual,2026-09-19T03:00Z,complete,complete,1,1474,54,1528,0,342,54,593,593,0,,54,309,363,0,0,0,0,0,0,0,1
T2d_He_scale_free_mix_01_2026-09-19_03-58-06,T2d_He_scale_free_mix_01,T2d_He,He,scale_free,mix_01,dual,2026-09-19T03:00Z,complete,complete,1,1739,12,1751,0,399,12,676,676,0,,12,38,50,0,0,0,0,0,0,0,1
T2d_He_scale_free_mix_02_2026-09-19_03-35-38,T2d_He_scale_free_mix_02,T2d_He,He,scale_free,mix_02,dual,2026-09-19T03:00Z,complete,complete,1,1608,342,1950,0,450,0,750,562,188,,0,188,188,0,0,0,0,0,0,0,1
T2d_He_scale_free_mix_03_2026-09-19_03-58-06,T2d_He_scale_free_mix_03,T2d_He,He,scale_free,mix_03,dual,2026-09-19T03:00Z,complete,complete,1,1538,19,1557,0,353,19,602,602,0,,19,33,52,0,0,0,0,0,0,0,1
T2d_He_scale_free_mix_04_2026-09-19_04-09-07,T2d_He_scale_free_mix_04,T2d_He,He,scale_free,mix_04,dual,2026-09-19T04:00Z,complete,complete,1,1110,1207,2318,1,540,0,889,243,646,,0,646,646,0,0,0,0,0,0,0,1
T2d_He_scale_free_mix_05_2026-09-19_04-16-26,T2d_He_scale_free_mix_05,T2d_He,He,scale_free,mix_05,dual,2026-09-19T04:00Z,complete,complete,1,526,1385,1912,1,428,25,742,26,716,,25,716,741,0,0,0,0,0,0,0,1
T2d_He_small_world_mix_00_2026-09-19_03-13-39,T2d_He_small_world_mix_00,T2d_He,He,small_world,mix_00,dual,2026-09-19T03:00Z,complete,complete,1,2332,0,2332,0,526,4,903,903,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_small_world_mix_01_2026-09-19_03-22-40,T2d_He_small_world_mix_01,T2d_He,He,small_world,mix_01,dual,2026-09-19T03:00Z,complete,complete,1,2293,0,2293,0,499,0,897,897,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_small_world_mix_02_2026-09-19_03-32-31,T2d_He_small_world_mix_02,T2d_He,He,small_world,mix_02,dual,2026-09-19T03:00Z,complete,complete,1,1779,530,2310,1,534,0,888,598,290,,0,290,290,0,0,0,0,0,0,0,1
T2d_He_small_world_mix_03_2026-09-19_03-33-19,T2d_He_small_world_mix_03,T2d_He,He,small_world,mix_03,dual,2026-09-19T03:00Z,complete,complete,1,1497,0,1497,0,329,0,584,584,0,,0,0,0,0,0,0,0,0,0,0,1
T2d_He_small_world_mix_04_2026-09-19_03-42-38,T2d_He_small_world_mix_04,T2d_He,He,small_world,mix_04,dual,2026-09-19T03:00Z,complete,complete,1,1024,548,1573,1,361,0,606,308,298,,0,298,298,0,0,0,0,0,0,0,1
T2d_He_small_world_mix_05_2026-09-19_03-50-30,T2d_He_small_world_mix_05,T2d_He,He,small_world,mix_05,dual,2026-09-19T03:00Z,complete,complete,1,2220,68,2288,0,522,68,883,883,0,,68,0,68,0,0,0,0,0,0,0,1
